"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"SOUTH WHIDBEY P&R SPORTS COMPLEX","","","","78","Ground water","5475 Maxwelton Rd
Langley, WA 98260-0136","","","Island"
"SOUTH WHIDBEY PARKS & REC DISTRICT","","","","178","Ground water","5475 Maxwelton Rd
Langley, WA 98260-0136","","","Island"
"SOUTH WHIDBEY STATE PARK","","","","1,203","Ground water","1280 Engle Rd, Bldg C
Coupeville, WA 98239-9754","","","Island"
"SOUTHCREEK #1","","","","71","Ground water","PO Box 44168
Tacoma, WA 98448","","","Pierce"
"SOUTHGATE WATER COMPANY","","","","175","Ground water","PO Box 4766
Pasco, WA 99302","","","Benton"
"SOUTHSIDE ELEMENTARY SCHOOL","","","","260","Ground water","161 SE COLLIER RD
Shelton, WA 98584","","","Mason"
"SOUTHWOOD WATER SYSTEM","","","","43,740","Surface water purchased","PO Box 44168
Tacoma, WA 98448","","","Pierce"
"SOUTHWORTH ELEMENTARY","","","","401","Ground water","PO Box 123
Port Orchard, WA 98366","","","Thurston"
"SPANAWAY 192ND-669","","","","183","Ground water","1230 Ruddell Rd SE
Lacey, WA 98503","","","Pierce"
"SPANAWAY VILLAGE WATER SYSTEM","","","","125","Ground water","2820 Benjamin Ct SE
Olympia, WA 98501","","","Pierce"
"SPANAWAY WATER COMPANY","","","","29,573","Ground water","PO Box 1000
Spanaway, WA 98387","","","Pierce"
"SPANGLE TOWN OF","","","","270","Ground water","PO Box 147
Spangle, WA 99031","","","Spokane"
"SPAR RESTAURANT","","","","474","Ground water","114 E 4TH AVE
OLYMPIA, WA 98501","","","Thurston"
"SPEARS WATER SYSTEM","","","","200","Ground water","5800 Evergreen Dr
Cashmere, WA 98815","","","Chelan"
"SPECTACLE FALLS RESORT","","","","7","Ground water","879 LOOMIS HWY
TONASKET, WA 98855","","","Okanogan"
"SPECTACLE LAKE RESORT","","","","37","Ground water","10 McCAMMON RD
TONASKET, WA 98855","","","Okanogan"
"SPEE-BI-DAH","","","","51","Ground water","21323 NE 79th St
Redmond, WA 98053","","","Snohomish"
"SPEEDWAY GROCERY","","","","220","Ground water","18308 Old Highway 99 SW
Rochester, WA 98579","","","Thurston"
"SPEELYAI BAY PARK","","","","385","Ground water","105 MERWIN VILLAGE CT
ARIEL, WA 98603-9727","","","Cowlitz"
"SPENCER GLEN","","","","55","Ground water","PO Box 123
Port Orchard, WA 98366","","","Mason"
"SPENCER LAKE BAR AND GRILL","","","","150","Ground water","1180 E PICKERING RD
SHELTON, WA 98584-9589","","","Mason"
"SPENCER LAKE RV PARK","","","","64","Ground water","1111 E Pickering Rd
Shelton, WA 98584","","","Mason"
"SPENCER SPIT STATE PARK","","","","655","Ground water","792 Day Lake Rd
Eastsound, WA 98245","","","San Juan"
"SPO CO - BEAR LAKE PARK","","","","100","Ground water","12308 E. Upriver Drive
Spokane Valley, WA 99206","","","Spokane"
"SPO CO - FISH LAKE PARK","","","","306","Surface water","Spokane Co Parks & Rec
404 N Havana
Spokane, WA 99202-4663","","","Spokane"
"SPO CO WATER DIST 3 SYS 1","","","","5,600","Ground water","1225 N Yardley
Spokane, WA 99212","","","Spokane"
"SPO CO WATER DIST 3 SYS 2","","","","12,160","Ground water","1225 N Yardley
Spokane, WA 99212","","","Spokane"
"SPO CO WATER DIST 3 SYS 3","","","","3,658","Ground water","1225 N Yardley
Spokane, WA 99212","","","Spokane"
"SPO CO WATER DIST 3 SYS 4","","","","4,790","Ground water","1225 N Yardley
Spokane, WA 99212","","","Spokane"
"SPO CO WATER DIST 3 SYS 5","","","","513","Ground water","1225 N Yardley
Spokane, WA 99212","","","Spokane"
"SPO CO WATER DIST 3 SYS 6","","","","353","Ground water","1225 N Yardley
Spokane, WA 99212","","","Spokane"
"SPO CO WATER DIST 3 SYS 8","","","","425","Ground water purchased","1225 N Yardley
Spokane, WA 99212","","","Spokane"
"SPO CO WATER DIST 3 SYS 9","","","","98","Ground water","1225 N Yardley
Spokane, WA 99212","","","Spokane"
"SPOKANE BUSINESS & INDUSTRIAL PARK","","","","5,000","Ground water","3808 N Sullivan Rd Bldg N-15
Spokane, WA 99216-1670","","","Spokane"
"SPOKANE CHRISTIAN CENTER","","","","250","Ground water","15912 N Little Spokane Dr
Spokane, WA 99208-9511","","","Spokane"
"SPOKANE CITY OF","http://www.spokanewater.org/?page_id=40","","","227,509","Ground water","914 E North Foothills Dr
Spokane, WA 99207-2794","","","Spokane"
"SPOKANE CO FIRE DIST 8 STATION 2","","","","70","Ground water","PO Box 345
Valleyford, WA 99036","","","Spokane"
"SPOKANE HUTTERIAN BRETHREN","","","","110","Ground water","3610 N Wood Rd.
Reardan, WA 99029-9619","","","Spokane"
"SPOKANE RIFLE CLUB NORTH","","","","19","Ground water","SPOKANE RIFLE CLUB
PO BOX 18887
SPOKANE, WA 99228","","","Spokane"
"SPOKANE RIFLE CLUB SOUTH","","","","18","Ground water","SPOKANE RIFLE CLUB
PO BOX 18887
SPOKANE, WA 99228","","","Spokane"
"SPOKANE RIVER REST AREA","","","","300","Ground water","12308 E Upriver Dr
Spokane, WA 99216","","","Spokane"
"SPORTSMAN TRAILER PARK","","","","151","Ground water","603 S Magnolia St
Ellensburg, WA 98926","","","Adams"
"SPRAGUE CITY OF","","","","570","Ground water","PO Box 264
Sprague, WA 99032","","","Lincoln"
"SPRAGUE LAKE EB REST AREA","","","","1,645","Ground water","1407 Morgan St
Davenport, WA 99122","","","Lincoln"
"SPRAGUE LAKE RESORT","","","","9","Ground water","1999 Sprague Lake Resort Rd
SPRAGUE, WA 99032","","","Lincoln"
"SPRAGUE LK WB REST AREA","","","","1,200","Ground water","1407 Morgan St
Davenport, WA 99122","","","Lincoln"
"SPRING CANYON CAMPGROUND","","","","1,043","Ground water","1008 Crest Dr.
Coulee dam, WA 99116","","","Lincoln"
"SPRING CREEK NATIONAL FISH HATCHERY","","","","45","Ground water","61552 State Road 14
Underwood, WA 98651","","","Skamania"
"SPRING GLEN ASSOCIATION","","","","245","Ground water","35438 SE 47th Place
Fall City, WA 98024","","","King"
"SPRING GLEN MOBILE HOME PARK","","","","96","Ground water","PO Box 38
Mercer Island, WA 98040","","","King"
"SPRING POINT HOMEOWNERS ASSOCIATION","","","","108","Surface water","PO Box 119
Deer Harbor, WA 98243","","","San Juan"
"SPRINGDALE TOWN OF","","","","315","Ground water","PO Box 220
Springdale, WA 99173","","","Stevens"
"SPRINGWOOD","","","","90","Ground water","21971 N Hwy. 101
Shelton, WA 98584","","","Mason"
"SPRINGWOOD RANCH PARTY BARN","","","","210","Ground water","PO BOX 175
Thorp, WA 98946","","","Kittitas"
"SPRUCE ROAD","","","","80","Ground water","PO Box 336
Gig Harbor, WA 98335-0336","","","Kitsap"
"SQUIRE CREEK COUNTY PARK","","","","36","Ground water","6705 Puget Park
Snohomish, WA 98296","","","Snohomish"
"SR 902 Well","","","","147","Ground water","PO Box 123
Port Orchard, WA 98366","","","Spokane"
"ST BEDES EPISCOPAL CHURCH","","","","105","Ground water","PO Box 123
Port Orchard, WA 98366","","","Kitsap"
"ST FRANCIS XAVIER MISSION","","","","203","Ground water","PO Box 780
Napavine, WA 98565","","","Lewis"
"ST JOHN TOWN OF","","","","800","Ground water","PO Box 298
St John, WA 99171","","","Whitman"
"ST JOHNS BAKERY","","","","143","Ground water","5 Timmer Lane
Goldendale, WA 98620","","","Klickitat"
"ST MICHAEL PARISH","","","","200","Ground water","PO Box 123
Port Orchard, WA 98366","","","Thurston"
"ST. SAVA SERBIAN ORTHODOX CHURCH","","","","32","Ground water","5252 Forest Ave
Mercer Island, WA 98040","","","King"
"STAHL HUTTERIAN BRETHREN","","","","92","Ground water","1485 N HOFFMAN RD
RITZVILLE, WA 99169","","","Adams"
"STAIRCASE CAMPGROUND","","","","91","Ground water","600 E PARK AVE
PORT ANGELES, WA 98362","","","Mason"
"STANWOOD KINGDOM HALL","","","","75","Ground water","8344 319TH ST NW
STANWOOD, WA 98292","","","Snohomish"
"STANWOOD WATER DEPT CITY OF","","","","12,255","Ground water","10220 270th St NW
Stanwood, WA 98292","","","Snohomish"
"STAR LAKE COMMUNITY CLUB","","","","201","Ground water","PO Box 123
Port Orchard, WA 98366","","","Mason"
"STARBUCK CITY OF","","","","147","Ground water","PO Box 276
Starbuck, WA 99359","","","Columbia"
"STARKS MOBILE HOME COURT","","","","60","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Yakima"
"STARR MUTUAL","","","","19","Ground water","PO Box 2026
Shelton, WA 98584-5034","","","Mason"
"STARTUP WATER DISTRICT","","","","643","Ground water","PO Box 114
Startup, WA 98293","","","Snohomish"
"STARVIN SAM S #15 KENDALL WATER SYS","","","","36","Ground water","PO Box 189
Ferndale, WA 98248","","","Whatcom"
"STARVIN-SAM S NO 19/SLATER ROAD WS","","","","25","Ground water","PO Box 30691
Bellingham, WA 98228","","","Whatcom"
"STATES INN AND RANCH","","","","28","Ground water","2687 West Valley Rd
Friday Harbor, WA 98250","","","San Juan"
"STAVIS CREEK","","","","63","Ground water","PO Box 1989
Poulsbo, WA 98370","","","Kitsap"
"STEAD WATER SYSTEM","","","","28","Ground water","32619 MOUNTAIN HWY
EATONVILLE, WA 98328","","","Pierce"
"STEAMBOAT ISLAND ATHLETIC CLUB","","","","25","Ground water","PO Box 2026
Shelton, WA 98584-5034","","","Thurston"
"STEAMBOAT ISLAND FUEL","","","","124","Ground water","PO Box 123
Port Orchard, WA 98366","","","Thurston"
"STEAMBOAT ISLAND INC","","","","72","Ground water","PO Box 123
Port Orchard, WA 98366","","","Thurston"
"STEAMBOAT SQUARE","","","","306","Ground water","PO Box 123
Port Orchard, WA 98366","","","Thurston"
"STEHEKIN LANDING","","","","52","Ground water","PO Box 7
Stehekin, WA 98852","","","Chelan"
"STEHEKIN PASTRY COMPANY","","","","102","Ground water","PO BOX 67
STEHEKIN, WA 98852","","","Chelan"
"STEHEKIN VALLEY RANCH","","","","100","Ground water","PO Box 36
Stehekin, WA 98852","","","Chelan"
"STEILACOOM TOWN OF","","","","7,920","Ground water","1030 Roe St
Steilacoom, WA 98388","","","Pierce"
"STEPTOE WATER/SEWER DISTRICT","","","","210","Ground water","601 S Mill
Colfax, WA 99111","","","Whitman"
"STETSONS COVE INC","","","","7","Ground water","PO Box 2026
Shelton, WA 98584-5034","","","Mason"
"STEVENS CO PUD - ADDY","","","","253","Ground water","PO Box 592
Loon Lake, WA 99148","","","Stevens"
"STEVENS CO PUD - CLAYTON","","","","725","Ground water","PO Box 592
Loon Lake, WA 99148","","","Stevens"
"STEVENS CO PUD - DEER LAKE","","","","2,884","Ground water","PO Box 592
Loon Lake, WA 99148","","","Stevens"
"STEVENS CO PUD - DENISON","","","","60","Ground water","PO Box 592
Loon Lake, WA 99148","","","Spokane"
"STEVENS CO PUD - DOLOMITE","","","","59","Ground water","PO Box 592
Loon Lake, WA 99148","","","Stevens"
"STEVENS CO PUD - ECHO ESTATES","","","","75","Ground water","PO Box 592
Loon Lake, WA 99148","","","Stevens"
"STEVENS CO PUD - HALFMOON RANCHOS","","","","216","Ground water","PO Box 592
Loon Lake, WA 99148","","","Spokane"
"STEVENS CO PUD - JUMP OFF JOE","","","","204","Ground water","PO Box 592
Loon Lake, WA 99148","","","Stevens"
"STEVENS CO PUD - LOON LAKE","","","","2,487","Ground water","PO Box 592
Loon Lake, WA 99148","","","Stevens"
"STEVENS CO PUD - MISSION RIDGE","","","","120","Ground water","PO Box 592
Loon Lake, WA 99148","","","Stevens"
"STEVENS CO PUD - RIVER PARK ESTATES","","","","66","Ground water","PO Box 592
Loon Lake, WA 99148","","","Spokane"
"STEVENS CO PUD - RIVERSIDE","","","","365","Ground water","PO Box 592
Loon Lake, WA 99148","","","Spokane"
"STEVENS CO PUD - SPOKANE LAKE PARK","","","","532","Ground water","PO Box 592
Loon Lake, WA 99148","","","Spokane"
"STEVENS CO PUD - SUNCREST","","","","7,484","Ground water","PO Box 592
Loon Lake, WA 99148","","","Stevens"
"STEVENS CO PUD - VALLEY","","","","550","Ground water","PO Box 592
Loon Lake, WA 99148","","","Stevens"
"STEVENS CO PUD - WAITTS LAKE","","","","1,216","Ground water","PO Box 592
Loon Lake, WA 99148","","","Stevens"
"STEVENS CO PUD - WEST SHORE","","","","505","Ground water","PO Box 592
Loon Lake, WA 99148","","","Spokane"
"STEVENS PASS WATER SYSTEM","","","","4,053","Surface water","PO Box 44
Leavenworth, WA 98826","","","King"
"STEVENSON WATER DEPT","","","","2,267","Surface water","PO BOX 371
STEVENSON, WA 98648","","","Skamania"
"STEWARTS MEATS","","","","272","Ground water","17821 SR 507 SE
YELM, WA 98597","","","Thurston"
"STILLIRIDGE","","","","83","Ground water","7511 Greenwood Ave N, Unit #4011
Seattle, WA 98103-4627","","","Snohomish"
"STONE CREEK ESTATES WATER ASSN.","","","","62","Ground water","28641 SE 225th St
Maple Valley, WA 98038-6920","","","King"
"STRATFORD ROAD ESTATES","","","","272","Ground water","PO BOX 274
MOSES LAKE, WA 98837","","","Grant"
"STRATHVIEW WATER DISTRICT 16","","","","345","Ground water purchased","PO Box 154
Medical Lake, WA 99022","","","Spokane"
"STRATTONWOOD","","","","212","Ground water","PO Box 336
Gig Harbor, WA 98335-0336","","","Kitsap"
"STRAWBERRY HILL","","","","235","Ground water","PO Box 1989
Poulsbo, WA 98370","","","Kitsap"
"STRAWBERRY HILL PARK","","","","200","Ground water","7666 High School Road
Bainbridge Island, WA 98110","","","Kitsap"
"STRELLS WEST BEACH TRACTS","","","","12","Ground water","510 Holly Drive
Edmonds, WA 98020","","","Skagit"
"STRETCH ISLAND FRUIT","","","","70","Ground water","PO Box 1099
Allyn, WA 98524","","","Mason"
"STRIEBELS CORNER","","","","52","Ground water","16095 CLEAR CREEK RD
POULSBO, WA 98370","","","Kitsap"
"STROHS WATER COMPANY INC","","","","2,758","Ground water","PO Box 246
Gig Harbor, WA 98335-0246","","","Pierce"
"STUART IS STATE PARK","","","","486","Ground water","792 Day Lake Rd
Eastsound, WA 98245","","","San Juan"
"SUBURBAN HILLS COMMUNITY ASSOC","","","","46","Ground water","70 NE Midway Blvd
Oak Harbor, WA 98277","","","Island"
"SUBURBAN MOBILE PARK","","","","60","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
"SUCIA ISLAND ST PARK-SHALLOW BAY","","","","757","Groundwater under influence of surface water","792 Day Lake Rd
Eastsound, WA 98245","","","San Juan"
"SUCIA ISLAND STATE PARK","","","","794","Groundwater under influence of surface water","792 Day Lake Rd
Eastsound, WA 98245","","","San Juan"
"SUDDENVIEW","","","","60","Surface water purchased","7511 Greenwood Ave N, Unit #4011
Seattle, WA 98103-4627","","","Snohomish"
"SUGARLOAF WATER SYSTEM","","","","448","Ground water","18631 SE 300th Place
Kent, WA 98042","","","King"
"SULLIVAN LAKE COMPLEX","","","","239","Ground water","765 S Main
Colville, WA 99114","","","Pend Oreille"
"SULTAN ESTATES WATER SYSTEM","","","","340","Surface water purchased","19531 36th Ave NE
Lake Forest Park, WA 98155-2621","","","Snohomish"
"SULTAN WATER DEPARTMENT","","","","4,650","Surface water","PO Box 1199
Sultan, WA 98294","","","Snohomish"
"SUMAS RURAL WATER ASSOCIATION","","","","612","Ground water purchased","PO Box 25
Sumas, WA 98295","","","Whatcom"
"SUMAS WATER DEPT","","","","1,449","Ground water","PO Box 9
Sumas, WA 98295","","","Whatcom"
"SUMMERHILL","","","","42","Ground water","PO Box 336
Gig Harbor, WA 98335-0336","","","Thurston"
"SUMMERLAND","","","","85","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
"SUMMERSET MERIDIAN","","","","96","Ground water","PO Box 123
Port Orchard, WA 98366","","","Thurston"
"SUMMERSET WEST WATER ASSOCIATION","","","","240","Ground water","2267 W Barbara Rd
Othello, WA 99344","","","Adams"
"SUMMERTIDE","","","","11","Ground water","PO BOX 450
TAHUYA, WA 98588","","","Mason"
"SUMMIT GROVE LODGE","","","","25","Ground water","6816 NE Etna Rd
Woodland, WA 98674","","","Clark"
"SUMMIT VALLEY SCHOOL DISTRICT #2","","","","90","Ground water","2360 Addy-Gifford Rd
Addy, WA 99101","","","Stevens"
"SUMMIT VIEW WATER SYSTEM","","","","1,424","Ground water","PO Box 7224
Kennewick, WA 99336","","","Benton"
"SUMMIT WATER & SUPPLY CO","","","","16,000","Ground water","9701 50th Ave E
Tacoma, WA 98446","","","Pierce"
"SUMNER CITY OF","","","","9,520","Ground water","1104 Maple Street Ste 260
Sumner, WA 98390","","","Pierce"
"SUN ACRES ROAD & WATER ASSN","","","","43","Ground water","1302 S. 1st Ave.
Yakima, WA 98902","","","Yakima"
"SUN COUNTRY ESTATES 1-2-3","","","","252","Ground water","PO Box 394
Cle Elum, WA 98922","","","Kittitas"
"SUN COVE PUBLIC WATER SYSTEM","","","","791","Ground water","329 Pine View Drive
Orondo, WA 98843","","","Douglas"
"SUN COVE RESORT","","","","21","Ground water","162 E. Fairview Ave
Spokane, WA 99207-2035","","","Spokane"
"SUN COVE WATER SYSTEM","","","","49","Ground water","93 E WANNACUT LN
OROVILLE, WA 98844","","","Okanogan"
"SUN DESERT INC","","","","27","Ground water","PO Box 2061
Moses Lake, WA 98837","","","Grant"
"SUN HARBOR WATER DISTRICT #3","","","","187","Ground water","PO Box 574
Burbank, WA 99323","","","Walla Walla"
"SUN ISLAND MAINTENANCE ASSN","","","","47","Ground water","141 Swallow Ln
Cle Elum, WA 98922-9346","","","Kittitas"
"SUN LAKES STATE PARK","","","","4,858","Ground water","34875 Park Lake Rd NE
Coulee City, WA 99115","","","Grant"
"SUN MEADOWS","","","","295","Ground water","PO Box 1989
Sequim, WA 98382","","","Clallam"
"SUN MOUNTAIN RESORT","","","","376","Surface water","PO Box 1000
Winthrop, WA 98862","","","Okanogan"
"SUN TIDES COMMUNITY LLC","","","","63","Ground water","585 Bethel Ave Ste 202
Port Orchard, WA 98366","","","Yakima"
"SUN TIDES VISTA HOMEOWNERS ASSN","","","","350","Ground water","1302 S. 1st Ave.
Yakima, WA 98902","","","Yakima"
"SUN VALLEY ORCHARD FARMWORKER","","","","52","Ground water","PO BOX 1986
Wenatchee, WA 98807","","","Grant"
"SUN-TIDES RV PARK","","","","100","Ground water","231 Pence Rd
Yakima, WA 98908","","","Yakima"
"SUNBURST ESTATES WATER ASSN","","","","100","Ground water","1057 S Hi Lo Dr
Othello, WA 99344-9715","","","Adams"
"SUNCADIA RESORT","","","","1,378","Surface water purchased","4244 Bullfrog Rd, Suite #1
Cle Elum, WA 98922","","","Kittitas"
"SUNCREST PLAT WATER SYSTEM","","","","253","Ground water","13023 NE Hwy 99-Suite 7/ #333
Vancouver, WA 98686","","","Okanogan"
"SUNDALE FRUIT COMPANY LLC","","","","42","Ground water","PO BOX 450
MOUNT HOOD, OR 97041","","","Klickitat"
"SUNDANCE IMPROVEMENT ASSOCIATION","","","","100","Ground water","222806 E 50th Pl
Kennewick, WA 99337","","","Benton"
"SUNDIN BEACH ASSOC. INC.","","","","12","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
"SUNDOWN M RANCH","","","","282","Ground water","1302 S. 1st Ave.
Yakima, WA 98902","","","Yakima"
"SUNDQUIST","","","","69","Ground water","PO Box 123
Port Orchard, WA 98366","","","Kitsap"
"SUNDQUIST SUNNYSLOPE DOMESTIC","","","","196","Ground water","PO Box 1308
Yakima, WA 98901","","","Yakima"
"SUNLAND ESTATES HOMEOWNERS ASSN","","","","1,480","Ground water","PO Box 2061
Moses Lake, WA 98837","","","Grant"
"SUNLAND SHORES","","","","143","Ground water","7511 Greenwood Ave N, Unit #4011
Seattle, WA 98103-4627","","","Clallam"
"SUNLAND SITES","","","","13","Ground water","12236 7th Ave NW
Seattle, WA 98133","","","Chelan"
"SUNLAND WATER DISTRICT","","","","2,188","Ground water","5762 Woodcock Road
Sequim, WA 98382","","","Clallam"
"SUNLIGHT BEACH WATER CO INC","","","","97","Ground water","PO Box 1202
Freeland, WA 98249","","","Island"
"SUNLIGHT SHORES COUNTRY CLUB","","","","150","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
"SUNNY SHORES COMMUNITY CLUB","","","","60","Ground water","PO Box 3652
Arlington, WA 98223","","","Snohomish"
"SUNNY SITES ADDITION 1","","","","20","Ground water","18580 Rieche Rd
Leavenworth, WA 98826","","","Chelan"
"SUNNY SPRINGS RESORT & CAMPGROUND","","","","9","Ground water","312 S Beverly Dr #3517
Beverly Hills, CA 90212","","","Grant"
"SUNNYBANK WATER SYSTEM","","","","91","Surface water","604 Briarwood Dr
East Wenatchee, WA 98802","","","Chelan"
"SUNNYHILLS","","","","65","Ground water","7511 Greenwood Ave N, Unit #4011
Seattle, WA 98103-4627","","","Lincoln"
"SUNNYSIDE CITY OF","","","","16,280","Ground water","818 E Edison
Sunnyside, WA 98944","","","Yakima"
"SUNNYSLOPE","","","","2,165","Ground water","5780 SW RHODODENDRON DRIVE
PORT ORCHARD, WA 98367","","","Kitsap"
"SUNNYSLOPE MUTUAL WATER SYSTEM","","","","85","Ground water","PO Box 13081
Burton, WA 98013","","","King"
"SUNNYVIEW PARK","","","","300","Ground water purchased","PO Box 563
Grandview, WA 98930-0563","","","Yakima"
"SUNNYVIEW TERRACE ASSOCIATION INC","","","","45","Ground water","13315 Goodnough Dr NW
Gig Harbor, WA 98332-8640","","","Pierce"
"SUNRISE ACRES","","","","100","Ground water","PO Box 2818
Pasco, WA 99302","","","Benton"
"SUNRISE BEACH ASSOCIATION","","","","27","Ground water","PO Box 683
Lopez Island, WA 98261-0683","","","San Juan"
"SUNRISE ESTATES WATER SYSTEM","","","","33","Ground water","161 Valley Vista Dr
Othello, WA 99344","","","Franklin"
"SUNRISE GROCERY STORE","","","","42","Ground water","8887 Sunrise Rd
Custer, WA 98240","","","Whatcom"
"SUNRISE HILLS COMMUNITY W S","","","","177","Ground water","PO Box 1202
Freeland, WA 98249","","","Island"
"SUNRISE MOTEL","","","","29","Ground water","PO Box 123
Port Orchard, WA 98366","","","Mason"
"SUNRISE NO 12","","","","3,018","Surface water","55210 238th Ave E
Ashford, WA 98304","","","Pierce"
"SUNRISE POINT WATER CO","","","","25","Ground water","6607 224th SE
Mountlake Terrace, WA 98043","","","Island"
"SUNRISE RESORTS COPALIS BEACH","","","","65","Ground water","PO Box 7293
Covington, WA 98042","","","Grays Harbor"
"SUNRISE WATER ASSOCIATION","","","","250","Ground water","PO Box 2061
Moses Lake, WA 98837","","","Grant"
"SUNSERRA AT CRESCENT BAR","","","","1,000","Ground water","12343 Road W NW
Quincy, WA 98848","","","Grant"
"SUNSET ACRES OWNERS ASSOC","","","","42","Ground water","241 Perkins Lane
Lopez Island, WA 98261","","","San Juan"
"SUNSET ACRES WATER ASSN","","","","61","Ground water","PO Box 2061
Moses Lake, WA 98837","","","Grant"
"SUNSET ACRES WATER ASSOCIATION","","","","40","Ground water","753 S Sunset Acres Rd
Othello, WA 99344","","","Adams"
"SUNSET APARTMENTS & TAVERN","","","","52","Ground water","8615 McKinnley Ave E
Tacoma, WA 98445","","","Pierce"
"SUNSET BEACH","","","","245","Ground water","PO Box 123
Port Orchard, WA 98366","","","Mason"
"SUNSET DEVELOPMENT COMM CLUB","","","","92","Ground water","2172 Norman Dr
Oak Harbor, WA 98277","","","Island"
"SUNSET DOMESTIC WATER ASSN","","","","60","Ground water","591 W Fir Rd
Pasco, WA 99301","","","Franklin"
"SUNSET FARM","","","","45","Ground water","PO Box 123
Port Orchard, WA 98366","","","Kitsap"
"SUNSET LAKE YOUTH CAMP","","","","100","Ground water","PO Box 123
Port Orchard, WA 98366","","","Pierce"
"SUNSET MOBILE COURT","","","","51","Ground water","PO Box 291
Albion, WA 99102","","","Whitman"
"SUNSET PARK WATER CO","","","","21","Ground water","PO Box 123
Port Orchard, WA 98366","","","King"
"SUNSET RANCH HOMEOWNERS ASSOC","","","","75","Ground water purchased","435 Beach Haven Rd.
Eastsound, WA 98245-8726","","","San Juan"
"SUNSET RIDGE COMMUNITY ASSN","","","","130","Ground water","PO Box 176
Oak Harbor, WA 98277","","","Island"
"SUNSET WATER & MAINTENANCE ASSOC","","","","35","Ground water","2610 Island View Ln
Lummi Island, WA 98262","","","Whatcom"
"SUNSET WATER ASSOCIATION","","","","174","Ground water","3483 Robertson Rd
Bellingham, WA 98226","","","Whatcom"
"SUNSET WATER DISTRIBUTION ASSOC","","","","159","Ground water","PO Box 2680
Stanwood, WA 98292","","","Island"
"SUNSET WEST","","","","75","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
"SUNSET WEST WATER ASSOCIATION","","","","62","Ground water","14263 Calhoun Rd
Mount Vernon, WA 98273","","","Skagit"
"SUNSETVUE","","","","42","Ground water","PO Box185
Rochester, WA 98579","","","Lewis"
"SUNSHINE","","","","309","Ground water","12747 OLD HWY 99 SE
TENINO, WA 98589","","","Thurston"
"SUNSHINE ACRES","","","","1,002","Ground water","PO Box 336
Gig Harbor, WA 98335-0336","","","Clallam"
"SUNSHINE DAY CARE","","","","35","Ground water","40414 N Newport Hwy, Space 38
Elk, WA 99009","","","Spokane"
"SUNVALE ACRES 4TH ADD WATER SYSTEM","","","","65","Ground water","PO BOX 190
Newport, WA 99156","","","Pend Oreille"
"SUNVISTA SUNLIGHT BEACH","","","","500","Ground water","PO Box 1398
Freeland, WA 98249","","","Island"
"SUNWATER BEACH","","","","16","Ground water","25585 140th Ln SE
Vashon, WA 98070","","","King"
"SUNWOOD LAKES HOMEOWNERS ASSOC INC","","","","925","Ground water","PO Box 123
Port Orchard, WA 98366","","","Thurston"
"SUQUAMISH","","","","4,117","Ground water","PO Box 1989
Poulsbo, WA 98370","","","Kitsap"
"SURFCREST RESORT CONDOMINIUMS","","","","256","Ground water","PO Box 123
Port Orchard, WA 98366","","","Grays Harbor"
"SURFCREST WATER CORPORATION","","","","17","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
"SURFREST PARK WATER COMPANY","","","","125","Ground water","PO Box 1989
Poulsbo, WA 98370","","","Kitsap"
"SURFSIDE HOMEOWNERS","","","","2,363","Ground water","31402 H STREET
OCEAN PARK, WA 98640","","","Pacific"
"SWAN LAKE CAMPGROUND","","","","44","Ground water","765 S Main
Colville, WA 99114","","","Ferry"
"SWANRUN WATER SYSTEM","","","","60","Ground water","PO Box 1202
Freeland, WA 98249","","","Island"
"SWANTOWN WATER DISTRICT","","","","318","Ground water","PO Box 1202
Freeland, WA 98249","","","Island"
"SWARD - 278","","","","28","Ground water","1230 Ruddell Rd. SE.
Lacey, WA 98503","","","Lewis"
"SWAUK CG/CLE ELUM RD","","","","30","Ground water","Cle Elum Ranger District
803 W. Second Street
Cle Elum, WA 98922","","","Kittitas"
"SWIFT CAMPGROUND PP AND L CO","","","","500","Ground water","105 MERWIN VILLAGE CT
ARIEL, WA 98603-9727","","","Skamania"
"SWIFT CREEK ESTATES A WA N P","","","","11","Ground water","4625 Southeast Oxbow Parkway
Gresham, OR 97060","","","Skamania"
"SWIFTWATER TRAILER PARK","","","","30","Ground water","PO Box 394
Cle Elum, WA 98922","","","Kittitas"
"SYDNEY HEIGHTS WATER ASSN","","","","130","Ground water","3135 Canberra Dr
Walla Walla, WA 99362","","","Walla Walla"
"SYRINGA HEIGHTS MOBILE HOME PARK","","","","52","Ground water","PO Box 385
Chattaroy, WA 99003","","","Spokane"
"Saddle Mountain Water Assoc.","","","","219","Ground water","777 S Canyon Court
Othello, WA 99344","","","Adams"
"Sagedale Apartments","","","","40","Ground water","603 S Magnolia St
Ellensburg, WA 98926","","","Grant"
