"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"MILLRY WATER WORKS","","","","2,217","Ground water","
p.o. box 563
MILLRY, AL 36558","","MILLRY","Washington"
"MITCHELL WATER SYSTEM INC","","","","9,000","Surface water purchased","
PO BOX 70458
TUSCALOOSA, AL 35407","205-759-2728","TUSCALOOSA","Tuscaloosa"
"MOBILE BOARD OF WATER AND SEWER COMM.","http://www.mawss.com/waterSystem.html","","","279,000","Surface water","PO BOX 180249
MOBILE, AL 36618","","MOBILE","Mobile"
"MOBILE COUNTY WATER & FIRE PRO AUTHORITY","","","","39,573","Ground water","
5780 Theodore Dawes Road
THEODORE, AL 36590","251-653-7346","THEODORE","Mobile"
"MONROEVILLE (WATER WORKS BD. OF CITY OF)","","","","9,885","Ground water","
P O BOX 674
MONROEVILLE, AL 36461","251-575-2617","MONROEVILLE","Monroe"
"MONTEVALLO WATER WORKS & SEWER","","","","9,741","Groundwater under influence of surface water","
613 VALLEY STREET
MONTEVALLO, AL 35115","205-665-9045","MONTEVALLO","Shelby"
"MONTGOMERY WATER WORKS","https://www.mwwssb.com/water-quality/","","","231,354","Surface water","
P.O. Box 1631
MONTGOMERY, AL 36102","334-206-3425","MONTGOMERY","Montgomery"
"MOSSES WATER & FIRE PRO AUTHORITY","","","","2,008","Ground water","MS. TERESA SPROTT, WATER CLERK/OPERATOR
P O BOX 146
HAYNEVILLE, AL 36040","334-563-9293","HAYNEVILLE","Lowndes"
"MOULTON WATER WORKS BOARD","","","","8,940","Surface water","
720 SEMINARY STREET
MOULTON, AL 35650","256-974-8551","MOULTON","Lawrence"
"MOUNDVILLE WATER WORKS","","","","4,404","Ground water","P.O. Box 98
MOUNDVILLE, AL 35474","205-371-2641","MOUNDVILLE","Hale"
"MT ANDREW WATER AUTHORITY","","","","729","Ground water purchased","
955 County Road 25
MIDWAY, AL 36053","334-775-9176","MIDWAY","Barbour"
"MT. VERNON (TOWN OF)","","","","1,878","Ground water","
1565 BOYLES AVE.
MT. VERNON, AL 36560","251-829-6632","","Mobile"
"MULGA WATER WORKS AND GAS DEPARTMENT","","","","6,195","Surface water purchased","
P O Box 40
MULGA, AL 35118","205-781-0645","MULGA","Jefferson"
"MUNFORD WATER AUTHORITY, INC.","","","","4,305","Ground water","MUNFORD WATER & FPA
76 Railroad St.
MUNFORD, AL 36268","256-358-4841","MUNFORD","Talladega"
"MUSCLE SHOALS UTILITY BOARD","","","","18,303","Surface water","
2210 East Second Street
MUSCLE SHOALS, AL 35661","256-386-9263","MUSCLE SHOALS","Colbert"
"MYRTLEWOOD WATER SYSTEM","","","","4,095","Ground water","
P. O. BOX 70
MYTRLEWOOD, AL 36763","334-295-5082","MYRTLEWOOD","Marengo"
"NAPIER FIELD WATER SYSTEM","","","","2,292","Ground water purchased","
400 HEADQUARTERS ST, TOWN HALL
NAPIER FIELD, AL 36303","334-983-3548","NAPIER FIELD","Dale"
"NATCHEZ TRACE PARKWAY","","","","50","Ground water","
2680 Natchez Trace
TUPELO, MS 38804","662-680-4020","CHEROKEE","Colbert"
"NAUVOO WATER WORKS","","","","2,160","Surface water purchased","
P.O. BOX 186
NAUVOO, AL 35578","205-697-5890","NAUVOO","Walker"
"NE MORGAN CO WATER AND SEWER AUTHORITY","","","","23,871","Surface water purchased","
POST OFFICE BOX 67
SOMERVILLE, AL 35670","256-883-7750","SOMERVILLE","Morgan"
"NECTAR WATER SYSTEM","","","","3,120","Surface water purchased","
14795 AL Highway 160
CLEVELAND, AL 35049","","CLEVELAND","Blount"
"NEW BROCKTON WATER DEPARTMENT","","","","3,297","Ground water","
P.O. Box 100
NEW BROCKTON, AL 36351","334-894-5550","NEW BROCKTON","Coffee"
"NEW HOPE WATER SYSTEM","","","","5,802","Surface water purchased","
PO BOX 419
NEW HOPE, AL 35760","256-723-2616","NEW HOPE","Madison"
"NEW LONDON WATER & FIRE PRO AUTHORITY","","","","6,477","Ground water","
4040 Logan Martin Dam Rd.
CROPWELL, AL 35054","205-525-5177","CROPWELL","St. Clair"
"NEW SITE WATER SYSTEM","","","","1,644","Surface water purchased","12791 Highway 22 East
NEW SITE, AL 36256","256-234-2049","NEWSITE","Tallapoosa"
"NEWTON WATER WORKS BOARD","","","","2,190","Ground water","
P O BOX 385
NEWTON, AL 36352","334-299-3765","NEWTON","Dale"
"NEWVILLE WATER SYSTEM","","","","912","Ground water","
P.O. Box 119
NEWVILLE, AL 36353","334-889-1958","NEWVILLE","Henry"
"NORTH BALDWIN UTILITIES","","","","28,713","Ground water","
25 Hand Avenue
BAY MINETTE, AL 36507","251-580-1626","BAY MINETTE","Baldwin"
"NORTH CHOCTAW WATER & SEWER AUTHORITY","","","","3,552","Ground water","P.O. Box 77
LISMAN, AL 36912","","LISMAN","Choctaw"
"NORTH CLARKE WATER AUTHORITY","","","","975","Ground water purchased","
145 RUSH LANE
THOMASVILLE, AL 36784","334-636-6633","THOMASVILLE","Clarke"
"NORTH DALLAS WATER AUTHORITY","","","","8,838","Ground water","
7590 ALABAMA HIGHWAY 22
VALLEY GRANDE, AL 36701","334-872-4966","SELMA","Dallas"
"NORTH MARSHALL UTILITIES","","","","11,850","Surface water","4141 Cathedral Caverns Highway
P.O. Box 459
GRANT, AL 35747","256-728-4116","GRANT","Marshall"
"NORTHEAST ALABAMA WATER SYSTEM","","","","42,609","Surface water","
PO Box 681359
FORT PAYNE, AL 35968","256-845-6186","FORT PAYNE","DeKalb"
"NORTHEAST ETOWAH COUNTY WATER CO-OP","","","","4,164","Surface water purchased","
3733 US HWY 411
GADSDEN, AL 35901","256-546-4884","GADSDEN","Etowah"
"NORTHPORT WATER WORKS","http://www.cityofnorthport.org/public_notices.html","","","40,551","Surface water","3500 McFarland BLVD
3500 McFarland BLVD
NORTHPORT, AL 35476","205-342-3636","NORTHPORT","Tuscaloosa"
"NORTHWEST ST CLAIR WATER SYSTEM","","","","2,790","Ground water purchased","
18 Flatwoods Drive
STEELE, AL 35987","205-594-7196","ASHVILLE","St. Clair"
"NOTASULGA WATER SYSTEM","","","","2,565","Surface water purchased","Town of Notasulga
PO Box 207
NOTASULGA, AL 36866","334-257-1454","NOTASULGA","Macon"
"OAKMAN WATER WORKS","","","","3,510","Surface water purchased","
PO BOX 268
OAKMAN, AL 35579","205-622-3230","OAKMAN","Walker"
"OASIS TRAVEL CENTER","","","","250","Ground water","27801 County Road 64
ROBERTSDALE, AL 36567","251-960-1122","ROBERTSDALE","Baldwin"
"ODENVILLE (UTIL BOARD OF THE TOWN OF)","","","","23,637","Surface water purchased","
P O BOX 88
ODENVILLE, AL 35120","205-629-5801","ODENVILLE","St. Clair"
"OHATCHEE WATER SYSTEM","","","","1,425","Ground water purchased","
PO BOX 645
OHATCHEE, AL 36271","256-892-3232","OHATCHEE","Calhoun"
"OLD CAHAWBA ARCHAEOLOGICAL PARK","","","","25","Ground water","
9518 Cahaba Rd
ORRVILLE, AL 36767","334-872-8058","SELMA","Dallas"
"OLD LINE WATER SYSTEM","","","","5,145","Ground water","
P.O. BOX 67
JACKSON, AL 36545","251-246-9205","JACKSON","Clarke"
"ONEONTA UTILITIES BOARD","","","","19,737","Surface water","105 HIGH SCHOOL STREET
P O BOX 420
ONEONTA, AL 35121","205-274-7650","ONEONTA","Blount"
"OPELIKA UTILITIES","","","","43,263","Surface water","4055 Water Street
4055 Water Street
OPELIKA, AL 36801","334-705-5500","OPELIKA","Lee"
"OPP UTILITIES BOARD","","","","9,975","Ground water","
P.O. Box 610
OPP, AL 36467","334-493-3475","OPP","Covington"
"ORANGE BEACH WATER, SEWER AND F.P.A.","","","","17,796","Ground water","
P O BOX 247
ORANGE BEACH, AL 36561","251-981-4233","ORANGE BEACH","Baldwin"
"ORRVILLE WATER DEPARTMENT (TOWN OF)","","","","435","Ground water","
P. O. BOX 98
ORVILLE, AL 36767-0098","334-996-9726","ORRVILLE","Dallas"
"OWASSA-BROWNSVILLE WATER AUTHORITY","","","","3,300","Ground water","
P O BOX 544
EVERGREEN, AL 36401","251-578-2011","EVERGREEN","Conecuh"
"OWENS CROSSROADS WATER AUTHORITY","","","","9,500","Ground water","
P.O. Box 188
OWENS CROSS ROADS, AL 35763","256-725-4203","","Madison"
"OXFORD WATER WORKS & SEWER BOARD","","","","28,401","Surface water","
P O BOX 3663
OXFORD, AL 36203","256-831-5618","OXFORD","Calhoun"
"OZARK UTILITIES BOARD","","","","14,907","Ground water","
P O BOX 1125
OZARK, AL 36361","334-774-2336","OZARK","Dale"
"PARK CITY WATER AUTHORITY, INC","","","","810","Ground water purchased","p.o. box 28
DAPHNE, AL 36526","","DAPHNE","Baldwin"
"PARKER CREEK WATER COMPANY","","","","1,434","Surface water purchased","
P.O. BOX 43224
BIRMINGHAM, AL 35243","800-489-0105","BIRMINGHAM","Coosa"
"PARRISH WATER WORKS BOARD","","","","5,661","Surface water purchased","
PO BOX 730
PARRISH, AL 35580","205-686-5085","PARRISH","Walker"
"PEACH QUEEN KOA CAMPGROUNDS WATER SYSTEM","","","","10","Ground water","
12986 COUNTY ROAD 42
JEMISON, AL 35085","205-299-4122","JEMISON","Chilton"
"PELHAM WATER WORKS","","","","38,061","Surface water purchased","P.O. Box 1479
PELHAM, AL 35124","205-620-6413","PELHAM","Shelby"
"PELL CITY WATER WORKS","","","","15,402","Surface water purchased","
1905 1st Ave. North
PELL CITY, AL 35125","205-338-2244","PELL CITY","St. Clair"
"PENNINGTON (UTILITIES BOARD OF)","","","","1,080","Ground water","
P.O. BOX 309
PENNINGTON, AL 36916","","PENNINGTON","Choctaw"
"PERDIDO BAY WATER, SEWER & FPA","","","","10,824","Ground water","
28171 FRESHWATER LANE
ELBERTA, AL 36530","251-987-5816","ELBERTA","Baldwin"
"PERRY COUNTY WATER AUTHORITY","","","","2,850","Ground water","
P O BOX 485 (108 W. Monroe St.)
MARION, AL 36756","334-683-8798","MARION","Perry"
"PETERSON WATER SYSTEM","","","","2,124","Surface water purchased","
PO BOX 58
PETERSON, AL 35478","205-556-7785","PETERSON","Tuscaloosa"
"PHENIX CITY UTILITIES","","","","42,267","Surface water","
1119 BROAD STREET
PHENIX CITY, AL 36868","334-448-2881","PHENIX CITY","Russell"
"PHIL CAMPBELL WATER WORKS","","","","7,008","Surface water purchased","PO Box 519
PHIL CAMPBELL, AL 35581","205-993-5464","PHIL CAMPBELL","Franklin"
"PICKENS COUNTY WATER & F. P. AUTHORITY","","","","14,364","Ground water","
P. O. BOX 338
CARROLLTON, AL 35447","205-367-8923","","Pickens"
"PIEDMONT UTILITIES BOARD","","","","8,073","Surface water","
109 North Center Ave
PIEDMONT, AL 36272","256-447-3560","PIEDMONT","Calhoun"
"PIKE COUNTY WATER AUTHORITY","","","","12,021","Ground water","
13102 US HIGHWAY 231 SOUTH
TROY, AL 36081","334-566-1933","TROY","Pike"
"PILGRIM-PROVIDENCE WATER AUTHORITY","","","","588","Ground water","C/O RAMER WATER COMPANY, INC.
P O BOX 128
RAMER, AL 36069","334-562-3333","RAMER","Montgomery"
"PILGRIMS PRIDE CORPORATION","","","","1,000","Ground water","
P.O. Box 311267
ENTERPRISE, AL 36330","334-308-5200","ENTERPRISE","Coffee"
"PINCKARD WATER DEPARTMENT","","","","1,410","Ground water","
P.O. Box 202
PINCKARD, AL 36371","334-983-3517","PINCKARD","Dale"
"PINE APPLE WATER WORKS","","","","390","Ground water","
P. O. BOX 8
PINE APPLE, AL 36768","","GEORGIANA, PINE APPLE","Wilcox"
"PINE BLUFF WATER  AUTHORITY","","","","6,099","Surface water purchased","
P.O. BOX 89
LOCUST FORK, AL 35097","205-681-8871","LOCUST FORK","Blount"
"PINE HILL WATER DEPARTMENT","","","","2,361","Surface water","50 DUNN STREET
PO BOX 397
PINE HILL, AL 36769","334-963-4900","PINE HILL","Wilcox"
"PINE LEVEL WATER AUTHORITY","","","","2,700","Ground water","
P O BOX 10
PINE LEVEL, AL 36065","334-584-7016","PINE LEVEL","Montgomery"
"PINEDALE SHORES WSFPA","","","","1,050","Ground water purchased","58 Shore Drive
ASHVILLE, AL 35953","205-594-4640","ASHVILLE","St. Clair"
"PINTLALA WATER SYSTEM, INC.","","","","5,271","Surface water purchased","
123 FEDERAL ROAD
HOPE HULL, AL 36043","334-288-5054","HOPE HULL","Montgomery"
"PISGAH WATER WORKS","","","","1,407","Ground water","
PO BOX 2
PISGAH, AL 35765","256-451-3232","PISGAH","Jackson"
"PLURIS ALABAMA LLC","","","","3,287","Ground water","MR. MAURICE W. GALLARDA
5950 BERKSHIRE LANE, SUITE 800
DALLAS, TX 75225","214-220-3412","LEXINGTON","Lauderdale"
"POLLARD WATER SYSTEM","","","","216","Ground water","
1415 Canterbury Street
POLLARD, AL 36441","251-238-2179","POLLARD","Escambia"
"PRATTVILLE (WATER WORKS BOARD OF)","","","","45,444","Surface water purchased","
P O BOX 680870
PRATTVILLE, AL 36068","334-365-6783","PRATTVILLE","Autauga"
"PRICHARD WATER WORKS BOARD","","","","32,400","Surface water purchased","125 EAST CLARK AVENUE
P O BOX 10455
PRICHARD, AL 36610","251-457-3396","PRICHARD","Mobile"
"PROVIDENCE WATER AUTHORITY","","","","1,386","Surface water purchased","
PO BOX 288
OAKMAN, AL 35579","205-622-3143","OAKMAN","Walker"
"QUINT-MAR WATER AUTHORITY","","","","8,358","Ground water","
P O BOX 100
HIGHLAND HOME, AL 36041","334-537-9612","HIGHLAND HOME","Crenshaw"
"RAGLAND (THE WW BOARD OF THE TOWN OF)","","","","3,162","Ground water","
220 FREDIA STREET, SUITE 101
RAGLAND, AL 35131","205-472-0409","RAGLAND","St. Clair"
"RAINBOW CITY UTILITIES BOARD","","","","11,889","Surface water purchased","
3700 Rainbow Dr
RAINBOW CITY, AL 35906","256-442-2553","RAINBOW CITY","Etowah"
"RAMER WATER COMPANY, INC.","","","","1,398","Ground water","
P O BOX 128
RAMER, AL 36069","334-562-3333","RAMER","Montgomery"
"RANBURNE WATER & SEWER DEPARTMENT","","","","1,929","Surface water purchased","
P O BOX 111
RANBURNE, AL 36273","256-568-2337","RANBURNE","Cleburne"
"RANDOLPH COUNTY WATER & SEWER AUTHORITY","","","","9,600","Surface water purchased","P.O. Box 187
WEDOWEE, AL 36278","256-357-9005","ROANOKE","Randolph"
"RANDOLPH WATER SYSTEM","","","","1,239","Ground water purchased","
PO BOX 186
RANDOLPH, AL 36792","334-366-2673","RANDOLPH","Bibb"
"RANGE CONTROL","","","","40","Ground water","American Water Enterprises
9801 Red Cloud Rd
FT. RUCKER, AL 36362","334-503-1761","","Dale"
"RAY COMMUNITY WATER & FIRE PRO AUTHORITY","","","","1,296","Surface water purchased","
2506 AL Hwy 22
ALEXANDER CITY, AL 35010","","ALEXANDER CITY","Coosa"
"RED BAY WATER & GAS BOARD","","","","6,000","Groundwater under influence of surface water","
12810 WHITE PIKE
CHEROKEE, AL 35616","256-856-0588","RED BAY","Franklin"
"RED LEVEL WATER WORKS","","","","846","Ground water","
P.O. Box 236
RED LEVEL, AL 36474","334-469-5351","RED LEVEL","Covington"
"REECE CITY WATER SYSTEM","","","","861","Ground water","
1023 VALLEY DRIVE
ATTALLA, AL 35954","256-538-6521","ATTALLA","Etowah"
"REFORM WATER & SEWER BOARD","","","","2,376","Ground water","
P.O. BOX 489
REFORM, AL 35481","205-375-6363","REFORM","Pickens"
"REMLAP-PINE MTN WATER AUTHORITY","","","","2,580","Surface water purchased","
P O BOX 40
REMLAP, AL 35133","205-681-1711","REMLAP","Blount"
"REPTON WATER WORKS","","","","510","Ground water","
P.O. Box 35
REPTON, AL 36475","251-248-2370","REPTON","Conecuh"
"RIVER FALLS WATER SYSTEM","","","","1,011","Ground water","
P.O. Box 17
RIVER FALLS, AL 36476","334-222-3510","RIVER FALLS","Covington"
"RIVERSIDE (TOWN OF)","","","","3,750","Ground water","
379 Depot St
RIVERSIDE, AL 35135","205-338-7692","RIVERSIDE","St. Clair"
"RIVERVIEW WATER WORKS","","","","903","Ground water","
P O BOX 2368
EAST BREWTON, AL 36427-2368","251-867-5378","EAST BREWTON","Escambia"
"ROANOKE (THE UTIL. BD. OF THE CITY OF)","","","","7,371","Surface water","
PO Box 1395
ROANOKE, AL 36274","334-863-4055","ROANOKE","Randolph"
"ROBERTSDALE (CITY OF)","","","","10,905","Ground water","
P. O. BOX 429
ROBERTSDALE, AL 36567","251-947-5772","ROBERTSDALE","Baldwin"
"ROCKFORD WATER WORKS","","","","2,142","Surface water purchased","
PO Box 128
ROCKFORD, AL 35136","","ROCKFORD","Coosa"
"ROGERSVILLE WATER WORKS & SEWER BOARD","","","","4,893","Ground water","MR. WILLIAM SHANNON HOWELL
PO BOX 388
ROGERSVILLE, AL 35652","256-247-5435","ROGERSVILLE","Lauderdale"
"RUSSELL COUNTY WATER AUTHORITY","","","","16,800","Surface water purchased","
P.O. Box 970
PHENIX CITY, AL 36868","334-297-3393","PHENIX CITY","Russell"
"RUSSELLVILLE WATER WORKS","","","","14,325","Surface water","
417 RALEIGH AVENUE APT F
BIRMINGHAM, AL 35209","256-332-3850","RUSSELLVILLE","Franklin"
"RUTLEDGE WATER WORKS","","","","882","Ground water","
P O BOX 85
RUTLEDGE, AL 36071","334-335-6624","RUTLEDGE","Crenshaw"
"SAMSON WATER WORKS","","","","4,125","Ground water","
104 EAST MAIN STREET
SAMSON, AL 36477","334-898-7541","SAMSON","Geneva"
"SANFORD WATER SYSTEM","","","","420","Ground water purchased","
P.O. Box 248
ANDALUSIA, AL 36420","334-222-0380","ANDALUSIA","Covington"
"SARALAND WATER SERVICE","","","","13,827","Ground water","307 Shelton Beach Road
307 Shelton Beach Road
SARALAND, AL 36571","","SARALAND","Mobile"
"SARDIS CITY WATER BOARD","","","","4,956","Surface water purchased","
860 CHURCH ST.
BOAZ, AL 35956","256-593-6486","BOAZ","Etowah"
"SATSUMA WATER WORKS","","","","7,248","Ground water","
P.O. Box 559
SATSUMA, AL 36572","","SATSUMA","Mobile"
"SCOTTSBORO WATER WORKS","","","","22,119","Surface water","
P O Box 550
SCOTTSBORO, AL 35768","256-599-1538","SCOTTSBORO","Jackson"
"SECTION-DUTTON WATER SYSTEM","","","","32,949","Surface water","
P O BOX 1159
RAINSVILLE, AL 35986","256-228-3614","RAINSVILLE","Jackson"
"SELLERS STATION WATER SYSTEM","","","","1,644","Ground water","
1473 PETTUS ROAD
LAPINE, AL 36046","334-281-9939","LAPINE","Montgomery"
"SELMA WATER WORKS & SEWER BOARD","","","","21,834","Ground water","
P O BOX 326
SELMA, AL 36701","334-874-8857","SELMA","Dallas"
"SHEFFIELD UTILITIES DEPARTMENT","","","","14,607","Surface water","
P O BOX 580
SHEFFIELD, AL 35660","256-389-2480","SHEFFIELD","Colbert"
"SHELBY COUNTY WATER SYSTEM","","","","35,982","Surface water","200 West College Street, Room 145
200 West College Street, Room 145
COLUMBIANA, AL 35051","205-670-6540","COLUMBIANA","Shelby"
"SILVERHILL WATER SYSTEM (TOWN OF)","","","","1,572","Ground water","
P O BOX 309
SILVERHILL, AL 36576","251-945-5198","SILVERHILL","Baldwin"
"SLOCOMB WATER WORKS AND SEWER BOARD","","","","3,600","Ground water","
P.O. Box 1147
SLOCOMB, AL 36375","334-886-9189","SLOCOMB","Geneva"
"SMITHS WATER AND SEWER AUTHORITY","","","","30,684","Surface water","
P O BOX 727
SMITH, AL 36877","334-297-8362","SMITHS","Lee"
"SNEAD WATER WORKS","","","","5,958","Ground water","87169 US Highway 278
PO BOX 505
SNEAD, AL 35952","205-466-3200","","Blount"
"SNOWDOUN WATER SYSTEM INC","","","","2,550","Ground water","
8360 U S HIGHWAY  331
MONTGOMERY, AL 36105","334-281-6949","MONTGOMERY, SNOWDOUN","Montgomery"
"SOLON DIXON FORESTRY EDUCATION CENTER","","","","25","Ground water","
12130 Dixon Center Road
ANDALUSIA, AL 36420","334-222-7779","ANDALUSIA","Covington"
"SOUTH ALABAMA UTILITIES WATER SYSTEM","","","","39,249","Ground water","P O Box 428
8100 Joy Street
CITRONELLE, AL 36522","251-649-4316","CITRONELLE","Mobile"
"SOUTH BULLOCK COUNTY WATER AUTHORITY","","","","8,601","Ground water","
PO BOX 30
UNION SPRINGS, AL 36089","334-738-2500","UNION SPRINGS","Bullock"
"SOUTH CRENSHAW COUNTY WATER AUTHORITY","","","","5,490","Ground water","
P O BOX 152
BRANTLEY, AL 36009","334-527-3061","BRANTLEY","Crenshaw"
"SOUTH DALLAS WATER AUTHORITY","","","","3,669","Ground water","Physical-4344 AL HWY 41 - Selma, AL 3670
P O Box 146
SARDIS, AL 36775","334-875-5607","SARDIS","Dallas"
"SOUTH GATE MOBILE HOME PARK","","","","327","Ground water purchased","
32255 Northwestern Hwy Suite 201
FARMINGTON HILLS, MI 48334","248-515-8855","PELHAM","Shelby"
"SOUTH MARENGO CO WATER & FIRE PRO AUTH","","","","5,610","Surface water purchased","
P O BOX 480388
LINDEN, AL 36748","334-295-5300","LINDEN","Marengo"
"SOUTHPORT CAMPGROUNDS","","","","60","Ground water","PO Box 2386
GULF SHORES, AL 36547","251-979-4625","ELBERTA","Baldwin"
"SOUTHSIDE WATER WORKS","","","","11,535","Ground water","
3001 Highway 77
SOUTHSIDE, AL 35907","256-442-8707","SOUTHSIDE","Etowah"
"SOUTHWEST ALABAMA WATER AUTHORITY","","","","5,196","Ground water","
P. O. Box 117
PETERMAN, AL 36471","251-564-2727","PETERMAN","Monroe"
"SPANISH FORT WATER SYSTEM","","","","9,264","Surface water purchased","
P O BOX 7048
SPANISH FORT, AL 36577","251-626-3067","SPANISH FORT","Baldwin"
"SPRING VALLEY WATER AUTHORITY","","","","5,199","Surface water purchased","
890 LaGrange Road
TUSCUMBIA, AL 35674","256-446-8510","TUSCUMBIA","Colbert"
"SPRINGVILLE WATER WORKS","","","","6,015","Surface water purchased","
P O BOX 919
SPRINGVILLE, AL 35146","205-467-2704","SPRINGVILLE","St. Clair"
"ST STEPHENS WATER SYSTEM","","","","735","Ground water","
p.o. box 24
ST. STEPHENS, AL 36569","251-246-3834","","Washington"
"ST. ELMO-IRVINGTON WATER AUTHORITY","","","","10,020","Ground water","
P O BOX 190
ST ELMO, AL 36568","251-957-2885","","Mobile"
"STAR-MINDINGALL WATER AUTHORITY","","","","1,962","Surface water purchased","
3240 FRANKLIN RD
TUSKEGEE, AL 36083","334-727-5000","","Macon"
"STEELE WATER WORKS BOARD","","","","1,614","Surface water purchased","P O Box 425
4025 Pope Ave
STEELE, AL 35987","256-538-8145","STEELE","St. Clair"
"STERRETT-VANDIVER WATER SYSTEM","","","","3,012","Surface water purchased","
P O BOX 220
STERRETT, AL 35147-0220","205-672-3396","STERRETT","Shelby"
"STEVENSON (UTIL. BOARD OF THE TOWN OF)","","","","3,969","Ground water","
42274 US HIGHWAY 72
STEVENSON, AL 35772","256-437-0277","STEVENSON","Jackson"
"STEWARTVILLE WATER AUTHORITY","","","","4,890","Ground water","
65 County Rd. 150
SYLACAUGA, AL 34151","256-245-0214","SYLACAUGA","Coosa"
"STYX RIVER RESORT WATER SYSTEM","","","","200","Ground water","
25301 Water World Rd
ROBERTSDALE, AL 36567","251-960-3213","ROBERTSDALE","Baldwin"
"SULLIGENT (CITY OF)","","","","2,643","Ground water","HON. SCOTT BOMAN, MAYOR
PO BOX 365
SULLIGENT, AL 35586","205-698-9111","SULLIGENT","Lamar"
"SUMITON WATER WORKS BOARD","","","","5,970","Surface water purchased","
P. O. BOX 1170
SUMITON, AL 35148","205-648-3294","SUMITON","Walker"
"SUMMERDALE WATER WORKS","","","","1,071","Ground water","
105 W Broadway St
SUMMERDALE, AL 36580","251-989-6202","SUMMERDALE","Baldwin"
"SUMTER COUNTY WATER AUTHORITY","","","","10,983","Ground water","P.O. Box 994
P.O. Box 994
LIVINGATON, AL 35470","205-652-9394","LIVINGSTON","Sumter"
"SWAN CREEK COMMUNITY (BSI, LLC)","","","","321","Ground water","
10420 US Hwy 31
TANNER, AL 35671","256-355-5392","TANNER","Limestone"
"SWEARENGIN WATER SYSTEM","","","","2,244","Surface water purchased","
PO BOX 595
GRANT, AL 35747","256-728-2782","GRANT","Marshall"
"SWEETWATER WATER & SEWER BOARD","https://ccr.townofsweetwater.com/","https://townofsweetwater.com/","","465","Ground water","
P O BOX 33
SWEETWATER, AL 36782","334-994-4120","SWEET WATER","Marengo"
"SYCAMORE WATER AND SEWER AUTHORITY","","","","1,731","Ground water","
P. O. BOX 310
SYCAMORE, AL 35149","256-249-4705","SYCAMORE","Talladega"
"SYLACAUGA UTILITIES BOARD","http://www.sylacauga.net/utilities/water/CCRBrochure2010.pdf","http://www.sylacauga.net/utilities/utilities_home.htm","","24,087","Surface water","301 North Elm
P.O. Box 207
SYLACAUGA, AL 35150","256-401-2508","SYLACAUGA","Talladega"
"TAC-X AAF","","","","25","Ground water","American Water Enterprises
9801 Red Cloud Rd
FT. RUCKER, AL 36362","334-503-1761","","Geneva"
"TALLADEGA COUNTY WATER SYSTEM","","","","5,196","Surface water purchased","
P.O. BOX 58
TALLADEGA, AL 35161","256-362-6897","TALLADEGA","Talladega"
"TALLADEGA WATER AND SEWER BOARD, CITY OF","","","","19,284","Surface water","100 North Court Street
100 North Court Street
TALLADEGA, AL 35160","256-362-4439","TALLADEGA","Talladega"
"TALLADEGA-SHELBY WATER TREATMENT PLANT","","","","32","Surface water","200 West College Street, Room 145
200 West College Street, Room 145
COLUMBIANA, AL 35051","205-670-6540","ALPINE","Talladega"
"TALLASSEE WATER WORKS","","","","7,410","Surface water","
4701 CHEROKEE TRAIL
TALLASSEE, AL 36078","334-283-2347","TALLASSEE","Elmore"
"TATE & LYLE SUCRALOSE, INC. WATER SYSTEM","","","","80","Ground water","
588 Industrial Road
MCINTOSH, AL 36553","251-776-3247","MCINTOSH","Washington"
"TAYLOR WATER SYSTEM","","","","9,339","Ground water","
1469 S Co Rd 59
TAYLOR, AL 36301","334-677-5079","TAYLOR","Houston"
"THOMASTON WATER WORKS & GAS BOARD","","","","960","Ground water","154 MAIN STREET
P O BOX 276
THOMASTON, AL 36783","334-627-3434","THOMASTON","Marengo"
"THOMASVILLE WATER WORKS & SEWER BOARD","","","","6,897","Surface water","
PO Box 127
THOMASVILLE, AL 36784-0127","334-636-3357","THOMASVILLE","Clarke"
"THORSBY WATER WORKS BOARD","","","","3,465","Ground water","
P O BOX 608 (US HWY 31)
THORSBY, AL 35171","205-646-3575","THORSBY","Chilton"
"TIBBIE WATER & FIRE PROTECTION AUTHORITY","","","","1,326","Purchased ground water under influence of surface water source","
P O BOX 70
TIBBIE, AL 36583","251-847-6678","TIBBIE","Washington"
"TILLISON BEND WATER AUTHORITY","","","","1,065","Ground water purchased","
P O BOX 2505
GADSDEN, AL 35903","256-492-1081","GADSDEN","Etowah"
"TOTH FIELD","","","","30","Ground water","American Water Enterprises
9801 Red Cloud Rd
FT. RUCKER, AL 36362","334-503-1761","","Houston"
"TOWN CREEK WATER SYSTEM","","","","1,635","Surface water purchased","HONORABLE MICHAEL PARKER, MAYOR
P O BOX 190
TOWN CREEK, AL 35672","256-685-3344","TOWN CREEK","Lawrence"
"TOWNLEY WATER AUTHORITY","","","","2,427","Surface water purchased","119 Main St
P.O. BOX A
TOWNLEY, AL 35587","205-924-8410","TOWNLEY","Walker"
"TRAINING AREA-15","","","","25","Ground water","American Water Enterprises
9801 Red Cloud Rd
FT. RUCKER, AL 36362","334-503-1761","FORT RUCKER","Dale"
"TRI COMMUNITY WATER SYSTEM","","","","11,505","Surface water purchased","
P O Box 398
MILLBROOK, AL 36054","334-285-4267","MILLBROOK","Elmore"
"TRIANA WATER WORKS","","","","3,813","Surface water purchased","
640 6TH STREET
MADISON, AL 35756","256-772-0151","TRIANA","Madison"
