PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Primacy Type,Primary Source,Activity Status,Deactivation Date,Population Served Count,Population Category,Rule Name,Violation Code,Violation Type,Violation Category Code,Is Health Based,Contaminant Name,Compliance Period Begin Date,Compliance Period End Date,Compliance Status,RTC Date,Enforcement Action Type Code,Enforcement Action Description,Is Major Violation,Severity Indicator Count,Public Notification Tier,Violation First Reported Date
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Consumer Confidence Rule,71,Consumer Confidence Report Complete Failure to Report,Other,N,Consumer Confidence Rule,1-Jul-02,-,Returned to Compliance,15-Jul-02,SOX,State Compliance achieved,-,-,3,24-Jun-13
CA1910017,SANTA CLARITA VALLEY W.A.-SANTA CLARITA,Region 9,California,Community water system,State,Surface water purchased,Active,-,"127,992",Extra Large,Nitrates,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Nitrate,1-Jul-02,30-Sep-02,Returned to Compliance,2-Oct-02,SOX,State Compliance achieved,-,-,1,17-May-07
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2,4-Trichlorobenzene",1-Jul-02,30-Sep-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,29-Mar-03
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"cis-1,2-Dichloroethylene",1-Jul-02,30-Sep-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,29-Mar-03
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"Xylenes, Total",1-Jul-02,30-Sep-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,29-Mar-03
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,DICHLOROMETHANE,1-Jul-02,30-Sep-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,29-Mar-03
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,o-Dichlorobenzene,1-Jul-02,30-Sep-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,29-Mar-03
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,p-Dichlorobenzene,1-Jul-02,30-Sep-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,29-Mar-03
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1-Dichloroethylene",1-Jul-02,30-Sep-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,29-Mar-03
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"trans-1,2-Dichloroethylene",1-Jul-02,30-Sep-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,29-Mar-03
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloroethane",1-Jul-02,30-Sep-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,29-Mar-03
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,1-Trichloroethane",1-Jul-02,30-Sep-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,29-Mar-03
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Carbon tetrachloride,1-Jul-02,30-Sep-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,29-Mar-03
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloropropane",1-Jul-02,30-Sep-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,29-Mar-03
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Trichloroethylene,1-Jul-02,30-Sep-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,29-Mar-03
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,2-Trichloroethane",1-Jul-02,30-Sep-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,29-Mar-03
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Tetrachloroethylene,1-Jul-02,30-Sep-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,29-Mar-03
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,CHLOROBENZENE,1-Jul-02,30-Sep-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,29-Mar-03
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Benzene,1-Jul-02,30-Sep-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,29-Mar-03
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Toluene,1-Jul-02,30-Sep-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,29-Mar-03
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Ethylbenzene,1-Jul-02,30-Sep-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,29-Mar-03
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Styrene,1-Jul-02,30-Sep-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,29-Mar-03
MS0770003,CITY OF WAYNESBORO,Region 4,Mississippi,Community water system,State,Ground water,Active,-,"4,944",Medium,Consumer Confidence Rule,71,Consumer Confidence Report Complete Failure to Report,Other,N,Consumer Confidence Rule,1-Jul-02,-,Returned to Compliance,25-Nov-02,SOX,State Compliance achieved,-,-,3,31-Dec-02
IN5287001,VEOLIA WATER OF BOONVILLE,Region 5,Indiana,Community water system,State,Ground water,Active,-,"10,260",Large,Consumer Confidence Rule,71,Consumer Confidence Report Complete Failure to Report,Other,N,Consumer Confidence Rule,1-Jul-02,-,Returned to Compliance,24-Sep-02,SOX,State Compliance achieved,-,-,3,21-Mar-03
CO0135291,FT COLLINS CITY OF,Region 8,Colorado,Community water system,State,Surface water,Active,-,"124,262",Extra Large,Stage 1 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Chlorite,1-Jul-02,31-Jul-02,Returned to Compliance,1-Sep-02,SOX,State Compliance achieved,N,-,3,11-Dec-04
WV3302804,BLUEWELL PSD,Region 3,West Virginia,Community water system,State,Surface water purchased,Active,-,"6,216",Medium,Consumer Confidence Rule,71,Consumer Confidence Report Complete Failure to Report,Other,N,Consumer Confidence Rule,1-Jul-02,23-Oct-02,Returned to Compliance,23-Oct-02,EOX,Federal Compliance achieved,Y,-,3,11-Oct-02
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2,4-Trichlorobenzene",1-Jul-02,30-Sep-02,Returned to Compliance,18-Dec-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"cis-1,2-Dichloroethylene",1-Jul-02,30-Sep-02,Returned to Compliance,18-Dec-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"Xylenes, Total",1-Jul-02,30-Sep-02,Returned to Compliance,18-Dec-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,DICHLOROMETHANE,1-Jul-02,30-Sep-02,Returned to Compliance,18-Dec-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,o-Dichlorobenzene,1-Jul-02,30-Sep-02,Returned to Compliance,18-Dec-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,p-Dichlorobenzene,1-Jul-02,30-Sep-02,Returned to Compliance,18-Dec-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Vinyl chloride,1-Jul-02,30-Sep-02,Returned to Compliance,18-Dec-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1-Dichloroethylene",1-Jul-02,30-Sep-02,Returned to Compliance,18-Dec-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"trans-1,2-Dichloroethylene",1-Jul-02,30-Sep-02,Returned to Compliance,18-Dec-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloroethane",1-Jul-02,30-Sep-02,Returned to Compliance,18-Dec-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,1-Trichloroethane",1-Jul-02,30-Sep-02,Returned to Compliance,18-Dec-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Carbon tetrachloride,1-Jul-02,30-Sep-02,Returned to Compliance,18-Dec-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloropropane",1-Jul-02,30-Sep-02,Returned to Compliance,18-Dec-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Trichloroethylene,1-Jul-02,30-Sep-02,Returned to Compliance,18-Dec-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,2-Trichloroethane",1-Jul-02,30-Sep-02,Returned to Compliance,18-Dec-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Tetrachloroethylene,1-Jul-02,30-Sep-02,Returned to Compliance,18-Dec-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,CHLOROBENZENE,1-Jul-02,30-Sep-02,Returned to Compliance,18-Dec-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Benzene,1-Jul-02,30-Sep-02,Returned to Compliance,18-Dec-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Toluene,1-Jul-02,30-Sep-02,Returned to Compliance,18-Dec-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Ethylbenzene,1-Jul-02,30-Sep-02,Returned to Compliance,18-Dec-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Styrene,1-Jul-02,30-Sep-02,Returned to Compliance,18-Dec-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
AZ0407070,SUNRISE WATER COMPANY,Region 9,Arizona,Community water system,State,Ground water,Active,-,"4,765",Medium,Consumer Confidence Rule,71,Consumer Confidence Report Complete Failure to Report,Other,N,Consumer Confidence Rule,1-Jul-02,-,Returned to Compliance,12-Jul-02,SOX,State Compliance achieved,-,-,3,24-Jun-13
NY2704518,ROCHESTER CITY,Region 2,New York,Community water system,State,Surface water,Active,-,"214,000",Extra Large,Total Coliform Rule,26,"Monitoring, Repeat Minor (TCR)",MR,N,Coliform (TCR),1-Jun-02,30-Jun-02,Returned to Compliance,19-Jun-03,SOX,State Compliance achieved,-,-,3,31-May-03
MA2316000,WEBSTER WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"16,767",Large,Total Coliform Rule,21,"Maximum Contaminant Level Violation, Acute (TCR)",MCL,Y,Coliform (TCR),1-Jun-02,30-Jun-02,Known,-,SFL,State Administrative/Compliance Order without penalty issued,-,-,1,24-Jan-03
OR4100566,"NEWPORT, CITY OF",Region 10,Oregon,Community water system,State,Surface water,Active,-,"10,160",Large,Surface Water Treatment Rule,36,Monitoring of Treatment (SWTR-Filter),MR,N,Surface Water Treatment Rule,1-Jun-02,30-Jun-02,Returned to Compliance,1-Jan-07,SOX,State Compliance achieved,Y,-,3,5-Sep-02
SC3220003,JOINT MUNICIPAL WSC (3220003),Region 4,South Carolina,Community water system,State,Surface water purchased,Active,-,"34,317",Large,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Jun-02,30-Jun-02,Returned to Compliance,1-Dec-02,SOX,State Compliance achieved,-,-,2,16-Nov-02
MO4010656,POPLAR BLUFF PWS,Region 7,Missouri,Community water system,State,Surface water,Active,-,"17,266",Large,Long Term 1 Enhanced Surface Water Treatment Rule,43,Single Turbidity Exceed (Enhanced SWTR),TT,Y,Interim Enhanced Surfsce Water Treatment Rule,1-Jun-02,30-Jun-02,Returned to Compliance,31-Dec-02,SIE,State Public Notification requested,-,-,1,24-Feb-04
KY1130422,STURGIS WATER WORKS,Region 4,Kentucky,Community water system,State,Surface water,Active,-,"3,490",Medium,Total Coliform Rule,24,"Monitoring, Routine Minor (TCR)",MR,N,Coliform (TCR),1-Jun-02,30-Jun-02,Returned to Compliance,10-Feb-03,SIF,State Public Notification received,-,-,3,28-Aug-02
MO4010656,POPLAR BLUFF PWS,Region 7,Missouri,Community water system,State,Surface water,Active,-,"17,266",Large,Long Term 1 Enhanced Surface Water Treatment Rule,44,Monthly Turbidity Exceed (Enhanced SWTR),TT,Y,Interim Enhanced Surfsce Water Treatment Rule,1-Jun-02,30-Jun-02,Returned to Compliance,31-Dec-02,SIE,State Public Notification requested,-,-,1,2-Apr-03
MO4010656,POPLAR BLUFF PWS,Region 7,Missouri,Community water system,State,Surface water,Active,-,"17,266",Large,Long Term 1 Enhanced Surface Water Treatment Rule,43,Single Turbidity Exceed (Enhanced SWTR),TT,Y,Interim Enhanced Surfsce Water Treatment Rule,1-May-02,31-May-02,Returned to Compliance,31-Dec-02,SIE,State Public Notification requested,-,-,1,24-Feb-04
NY0904192,CLINTON CORRECTIONAL FACILITY,Region 2,New York,Community water system,State,Ground water,Active,-,"4,900",Medium,Miscellaneous,10,Operations Report,Other,N,-,1-May-02,31-May-02,Returned to Compliance,1-Mar-08,SOX,State Compliance achieved,-,-,3,24-Aug-02
MO4010656,POPLAR BLUFF PWS,Region 7,Missouri,Community water system,State,Surface water,Active,-,"17,266",Large,Long Term 1 Enhanced Surface Water Treatment Rule,44,Monthly Turbidity Exceed (Enhanced SWTR),TT,Y,Interim Enhanced Surfsce Water Treatment Rule,1-May-02,31-May-02,Returned to Compliance,31-Dec-02,SIE,State Public Notification requested,-,-,1,2-Apr-03
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Ethylbenzene,1-Apr-02,30-Jun-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Styrene,1-Apr-02,30-Jun-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2,4-Trichlorobenzene",1-Apr-02,30-Jun-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"cis-1,2-Dichloroethylene",1-Apr-02,30-Jun-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"Xylenes, Total",1-Apr-02,30-Jun-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,DICHLOROMETHANE,1-Apr-02,30-Jun-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,o-Dichlorobenzene,1-Apr-02,30-Jun-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,p-Dichlorobenzene,1-Apr-02,30-Jun-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1-Dichloroethylene",1-Apr-02,30-Jun-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"trans-1,2-Dichloroethylene",1-Apr-02,30-Jun-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloroethane",1-Apr-02,30-Jun-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,1-Trichloroethane",1-Apr-02,30-Jun-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Carbon tetrachloride,1-Apr-02,30-Jun-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,14-Dec-02
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloropropane",1-Apr-02,30-Jun-02,Returned to Compliance,14-Nov-02,SOX,State Compliance achieved,Y,-,3,14-Dec-02
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2,4-Trichlorobenzene",1-Apr-02,30-Jun-02,Returned to Compliance,3-Sep-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"cis-1,2-Dichloroethylene",1-Apr-02,30-Jun-02,Returned to Compliance,3-Sep-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"Xylenes, Total",1-Apr-02,30-Jun-02,Returned to Compliance,3-Sep-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,DICHLOROMETHANE,1-Apr-02,30-Jun-02,Returned to Compliance,3-Sep-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,o-Dichlorobenzene,1-Apr-02,30-Jun-02,Returned to Compliance,3-Sep-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,p-Dichlorobenzene,1-Apr-02,30-Jun-02,Returned to Compliance,3-Sep-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Vinyl chloride,1-Apr-02,30-Jun-02,Returned to Compliance,3-Sep-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1-Dichloroethylene",1-Apr-02,30-Jun-02,Returned to Compliance,3-Sep-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"trans-1,2-Dichloroethylene",1-Apr-02,30-Jun-02,Returned to Compliance,3-Sep-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
NJ0610001,MILLVILLE WATER DEPARTMENT,Region 2,New Jersey,Community water system,State,Ground water,Active,-,"27,500",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloroethane",1-Apr-02,30-Jun-02,Returned to Compliance,3-Sep-02,SOX,State Compliance achieved,Y,-,3,8-Jul-05
