Water System Name,CCR Website,Water System Website,Water System Alias,Population Served,Source Type,System Address,Contact Phone,Cities Served,Counties Served
FAYETTEVILLE PUBLIC WORKS COMM,http://www.faypwc.com/about_reports.htm,,,"217,948",Surface water,"P O BOX 1089
FAYETTEVILLE, NC 28301",910-223-4708,FAYETTEVILLE,Cumberland
PICKENS COUNTY WATER AUTH.,https://pickenscountyga.gov/water-department/,,,"7,153",Surface water purchased,"1266 East Church Street, Suite 117
JASPER, GA 30143",706-253-8723,,Pickens
CONTRA COSTA WATER DISTRICT,http://www.ccwater.com/publications/index.asp?sec=wqreports,,,"198,000",Surface water,"1331 Concord Ave
CONCORD, CA 94520-4907",925-688-8254,,Contra Costa
CITY OF PASADENA,http://www.ci.pasadena.tx.us/default.aspx?name=water_quality,,,"153,000",Surface water purchased,"PO BOX 672
PASADENA, TX 77501-0672",713-475-5501,,Harris
CITY OF PEARSALL,http://www.cityofpearsall.com,,,"9,146",Ground water,"215 S ASH ST
PEARSALL, TX 78061-3133",830-334-3676,,Frio
WAKEFIELD WATER DEPT,http://www.mwra.com/water/html/awqr.htm,,,"24,932",Surface water,"1 LAFAYETTE ST
WAKEFIELD, MA 01880",7812466301,WAKEFIELD,Middlesex
NEW LONDON DEPT. OF PUBLIC UTILITIES,http://ci.new-london.ct.us/content/7429/7431/7459/7953.aspx,,,"27,620",Surface water,"CITY OF NEW LONDON
15 MASONIC STREET
NEW LONDON, CT 06320",860-373-1868,"NEW LONDON, WATERFORD",New London
WALTHAM WATER DEPARTMENT,http://www.mwra.com/water/html/awqr.htm,http://www.mwra.com,,"60,630",Surface water purchased,"167 LEXINGTON STREET
WALTHAM, MA 02452",7813143820,WALTHAM,Middlesex
JERSEY CITY MUA,https://www.mysuezwater.com/sites/default/files/JerseyCityCCR2018.pdf,,,"262,000",Surface water,"94 WASHINGTON STREET
HOBOKEN, NJ 07030",862-849-8911,JERSEY CITY-0906,Hudson
"CORONA, CITY OF",http://www.ci.corona.ca.us/index.cfm?section=City%20Departments&page=Dept.%20of%20Water%20%26%20Power&cat=Water%20Quality%20%26%20Regulatory%20Compliance&viewpost=2&contentid=874,,,"172,836",Surface water purchased,"755 Public Safety Way
CORONA, CA 92880",951-736-2481,CORONA,Riverside
WAREHAM FIRE DISTRICT,http://www.wareham.ma.us/Public_Documents/WarehamMA_Wwd/CCR/,,,"20,830",Ground water,"2550 CRANBERRY HWY
WAREHAM, MA 02571",5082950450,WAREHAM,Plymouth
CITY OF PLANO,http://plano.gov/Departments/Water/Water%20Conservation%20and%20Education/Pages/Drinking%20Water%20Reports.aspx,,,"277,720",Surface water purchased,"1520 K AVE
PLANO, TX 75074-6232",972-941-7107,,Collin
GREENFIELD CITY PWS,http://pumpstation.50webs.com/,,,"4,600",Ground water,"PUBLIC SERVICE DIRECTOR
PO BOX 300
GREENFIELD, OH 45123",937-981-3500,,Highland
WATERTOWN WATER DEPT. (MWRA),http://www.mwra.com/water/html/awqr.htm,http://www.mwra.com,,"31,915",Surface water purchased,"124 ORCHARD ST
WATERTOWN, MA 02472",6179726420,WATERTOWN,Middlesex
SUEZ,https://www.mysuezwater.com/sites/default/files/IDCCR2018.pdf,,,"228,790",Surface water,"8248 W Victory Road
BOISE, ID 83709",208-567-0873,,Ada
WELLESLEY WATER DIVISION,http://wellesleyma.gov/Pages/WellesleyMA_DPW/2010%20Water%20Consumer%20Report.pdf,,,"29,100",Surface water purchased,"20 MUNICIPAL WAY
WELLESLEY, MA 02481",7812357600,WELLESLEY,Norfolk
"PENDLETON, CITY OF",http://www.pendleton.or.us/vertical/sites/%7B522DA79D-D3C8-42E9-999C-16BD8CD7D02E%7D/uploads/11PenCCRcompleteRpt.pdf,http://www.pendleton.or.us,,"17,310",Surface water,"500 SW DORION AVE
PENDLETON, OR 97801",541-966-0202,,Umatilla
KEARNY WATER DEPARTMENT,https://www.mysuezwater.com/sites/default/files/KearnyCCR2018.pdf,,,"41,664",Surface water purchased,"570 ELM ST
ORANGE, NJ 07050",973-678-7585,KEARNY TOWN-0907,Hudson
POLK COUNTY WATER AUTHORITY,http://www.polkwaterauthority.com,http://www.polkwaterauthority.com,,"23,792",Surface water purchased,"POB K
CEDARTOWN, GA 30125",770-748-6001,CEDARTOWN,Polk
POOLER,http://www.pooler-ga.gov,http://www.pooler-ga.gov,,"21,187",Surface water purchased,"100 SW Highway 80
POOLER, GA 31322",912-748-7261,POOLER,Chatham
WEST SPRINGFIELD DPW WATER DIVISION,http://www.townofwestspringfield.org/gov/departments/public_works/water_information.htm,http://www.townofwestspringfield.org/gov/departments/public_works/water_information.htm,,"28,391",Surface water purchased,"26 CENTRAL ST
SUITE 17
WEST SPRINGFIELD, MA 01089",4132633230,WEST SPRINGFIELD,Hampden
NORWALK FIRST TAXING DISTRICT,http://www.firstdistrictwater.org/publications/water-quality-reports,http://www.firstdistrictwater.org/,FIRST TAXING DISTRICT WATER DEPARTMENT; FIRST DISTRICT WATER DEPARTMENT; FIRST DISTRICT WATER,"40,256",Surface water,"12 NEW CANAAN AVENUE
P.O. Box 27
NORWALK, CT 06851",203-847-7387,"NEW CANAAN, NORWALK, WESTPORT, WILTON",Fairfield
HAMILTON PUBLIC WATER SYSTEM,http://www.hamilton-city.org/index.aspx?page=558,http://www.hamilton-city.org/index.aspx?page=558,,"62,447",Ground water,"5140 RIVER ROAD
FAIRFIELD, OH 45014",513-785-7426,,Butler
HUNTINGTON WATER DEPARTMENT,http://www.huntington.in.us/city/department/division.php?fDD=31-108,http://www.huntington.in.us/city/department/?fDD=31-0,,"17,300",Ground water,"2290 Engle Street
HUNTINGTON, IN 46750",260-358-2309,HUNTINGTON,Huntington
WESTFORD WATER DEPARTMENT,http://www.westfordma.gov/ccr,http://www.westfordma.gov/water,,"18,000",Groundwater under influence of surface water,"60 FORGE VILLAGE RD
WESTFORD, MA 01886",9786925529,WESTFORD,Middlesex
Eagan,http://www.cityofeagan.com/live/article.aspx?id=40505,http://www.cityofeagan.com/live/article.aspx?id=40413,,"68,223",Ground water,"Eagan City Hall
3830 Pilot Knob Road
Eagan, MN 55122",6516755215,Eagan,Dakota
WESTON WATER DEPT.,http://www.mwra.com/water/html/awqr.htm,http://www.mwra.com,,"11,486",Surface water purchased,"190 BOSTON POST ROAD BYPASS
WESTON, MA 02493",7817865175,WESTON,Middlesex
FKAA J. ROBERT DEAN  W.T.P.,http://www.fkaa.com/Water%20Quality%20Report%202011.pdf,http://www.fkaa.com/,,"86,000",Ground water,"BOX 1239/1100 KENNEDY DRIVE
KEY WEST, FL 33041-1239",305-296-2454,FLORIDA CITY,Miami-Dade
SOUTH ADAMS COUNTY WSD,http://www.sacwsd.org/DocumentView.aspx?DID=277,http://www.sacwsd.org/,,"63,808",Surface water purchased,"
PO BOX 597
COMMERCE CITY, CO 80037",720-206-0565,,Adams
FLORIDA GOVERMENTAL UTILITY AUTHORITY,http://www.fgua.com/docs/CCRs/2011/2011%20CCR%20MacDill%20AFB.pdf,http://www.fgua.com/macdill-afb,,"11,965",Surface water purchased,"280 WEKIVA SPRINGS ROAD, SUITE 2070
LONGWOOD, FL 32779",407-629-6900,MACDILL AFB,Hillsborough
FLORIDA GOVERNMENTAL UTILITY AUTHORITY,http://www.fgua.com/docs/CCRs/2011/2011%20CCR%20Lehigh%20Acres.pdf,http://www.fgua.com/lehigh-acres,,"29,656",Ground water,"280 WEKIVA SPRINGS ROAD SUITE 2000
LONGWOOD, FL 32779",407-629-6900,LONGWOOD,Lee
PORTLAND WATER BUREAU,http://www.portlandonline.com/water/index.cfm?c=29551&a=244722,,,"614,059",Surface water,"1900 N INTERSTATE AVE
Yone Akagi
PORTLAND, OR 97227",503-823-7648,,Multnomah
INDIANA AMERICAN WATER - NORTHWEST,http://www.amwater.com/inaw/ensuring-water-quality/water-quality-reports.html,,,"173,525",Surface water,"153 North Emerson Avenue
GREENWOOD, IN 46143",317-885-2408,"GARY, MERRILLVILLE",Lake
WILMINGTON WATER DEPT,http://www.mwra.com/water/html/awqr.htm,,,"22,325",Surface water purchased,"121 GLEN ROAD
WILMINGTON, MA 01887",9786584711,WILMINGTON,Middlesex
WINCHESTER WATER DEPT,http://www.mwra.com/water/html/awqr.htm,,,"22,800",Surface water,"15 LAKE ST
WINCHESTER, MA 01890",7817217100,WINCHESTER,Middlesex
"WINTHROP WATER DIVISION, (MWRA)",http://www.mwra.com/water/html/awqr.htm,http://www.mwra.com,,"17,497",Surface water purchased,"100 KENNEDY DR
WINTHROP, MA 02152",6178461341,WINTHROP,Suffolk
"NEWPORT NEWS, CITY OF",http://www.nngov.com/waterworks/resources/waterquality,,,"407,300",Surface water,"700 Town Center Drive, Suite 500
NEWPORT NEWS, VA 23606",757-926-1146,NEWPORT NEWS,
WOBURN WATER DEPT.,http://www.mwra.com/water/html/awqr.htm,,,"38,120",Surface water purchased,"50 NORTH WARREN STREET
WOBURN, MA 01801",7818975990,WOBURN,Middlesex
HECLA WATER ASSOCIATION-PLANT PWS,http://heclawater.com/water-quality-report.html,http://heclawater.com,,"35,999",Surface water purchased,"3190 SR 141
IRONTON, OH 45638",740-533-0526,,Lawrence
"WORCESTER DPWP, WATER SUPPLY DIVISION",http://www.ci.worcester.ma.us/e-services/document-center/water-sewer,,,"181,045",Surface water,"18 EAST WORCESTER ST
WORCESTER, MA 01604",5089291300,WORCESTER,Worcester
"NORFOLK, CITY OF",http://www.norfolk.gov/index.aspx?nid=657,,,"234,220",Surface water,"401 Monticello Avenue
NORFOLK, VA 23510",757-644-6701,NORFOLK,
"FORT LAUDERDALE, CITY OF",http://www.fortlauderdale.gov/wqr/,http://www.fortlauderdale.gov/wqr/,,"182,245",Ground water,"100 N. ANDREWS AVE
FORT LAUDERDALE, FL 33301",954-828-5806,FT LAUDERDALE,Broward
"HIGHLAND COUNTY WATER COMPANY, INC.",http://highlandcountywater.com/ccr.htm,http://highlandcountywater.com,,"32,750",Ground water,"6696 US ROUTE 50, PO BOX 940
HILLSBORO, OH 45133",937-393-4281,,Highland
GREAT LAKES NAVAL TRAINING STATION,http://cfpub.epa.gov/safewater/ccr/index.cfm?action=ccrupdate,http://cfpub.epa.gov/safewater/ccr/index.cfm?action=ccrupdate,,"23,000",Surface water,"NAVFAC MID-LANT PWD GREAT LAKES
2530 ZIEGEMEIER STREET - BLDG 12
GREAT LAKES, IL 60088",847-688-2121,NORTH CHICAGO,Lake
CUCAMONGA VALLEY WATER DISTRICT,http://www.ccwdwater.com/index.aspx?page=54,,,"201,950",Surface water,"10440 ASHFORD ST
RANCHO CUCAMONGA, CA 91730",909-987-2591,,San Bernardino
CITY OF WACO,http://www.wacowater.com/projects.html,,,"130,194",Surface water,"PO BOX 2570
WACO, TX 76702-2570",254-750-5600,,McLennan
CWS - BAKERSFIELD,http://calwater.com/wq/ccr/2009/index.php,,,"258,035",Surface water,"1720 North First Street
SAN JOSE, CA 95112-4508",408-367-8593,,Kern
CWS - VISALIA,http://calwater.com/wq/ccr/2009/index.php,,,"139,924",Ground water,"1720 North First Street
SAN JOSE, CA 95112-4508",408-367-8593,,Tulare
REGIONAL WATER AUTHORITY,http://www.rwater.com/water-quality-reports/index.shtml,,,"418,900",Surface water,"90 SARGENT DRIVE
NEW HAVEN, CT 06511",203-401-2710,"ANSONIA, BETHANY, BRANFORD, CHESHIRE, DERBY, EAST HAVEN, HAMDEN, MERIDEN, MILFORD, NEW HAVEN, NORTH BRANFORD, NORTH HAVEN, ORANGE, PROSPECT, SEYMOUR, SOUTHINGTON, WALLINGFORD, WEST HAVEN, WOLCOTT, WOODBRIDGE",New Haven
CWSC SALINAS,http://calwater.com/wq/ccr/2009/index.php,,,"106,858",Ground water,"1720 North First Street
SAN JOSE, CA 95112-4508",408-367-8593,,Monterey
THORNTON CITY OF,http://www.cityofthornton.net/Departments/Infrastructure/Water/Pages/WaterQualityReport.aspx,,,"155,700",Surface water,"9500 CIVIC CENTER DR
THORNTON, CO 80229",303-255-7776,,Adams
CITY OF WICHITA FALLS,http://tx-wichitafalls.civicplus.com/index.aspx?NID=1015,,,"104,553",Surface water,"PO BOX 1431
WICHITA FALLS, TX 76307-1431",940-761-7404,,Wichita
SAVANNAH-MAIN,http://www.savannahga.gov/waterqualityreport,http://www.savannahga.gov,"Chatham, Dutch, Georgetown, Savannah, Whitemarsh, Wilmington","168,958",Ground water,"POB 1027
SAVANNAH, GA 31402-1027",912-651-4241,SAVANNAH,Chatham
SALEM PUBLIC WORKS,http://www.cityofsalem.net/Departments/PublicWorks/Pages/default.aspx,,,"192,000",Surface water,"1410 20TH ST SE BLDG 2
SALEM, OR 97302",503-588-6483,,Marion
HUBER HEIGHTS PUBLIC WATER SYSTEM,http://hhoh.org/images/huber/pdf/hhccr2011delivery2012final.pdf,http://hhoh.org/water-department.html?layout=item,,"38,176",Ground water,"6244 CHAMBERSBURG ROAD
P.O.BOX 24099
HUBER HEIGHTS, OH 45424",937-233-3296,,Montgomery
KENT WATER DEPARTMENT,https://www.kentwa.gov/home/showdocument?id=11028,https://www.kentwa.gov/government/public-works/water-master-plan,,"78,530",Surface water purchased,"220 4th Ave S
Kent, WA 98032",,,King
SMYRNA,http://www.smyrnacity.com/index.aspx?page=168,http://www.smyrnacity.com/index.aspx?page=89,,"35,000",Surface water purchased,"2190 Atlanta Rd
SMYRNA, GA 30080",687-631-5432,SMYRNA,Cobb
LAFAYETTE WATER WORKS,http://www.lafayette.in.gov/egov/docs/1308159451_498901.pdf,http://www.city.lafayette.in.us/department/index.php?fDD=18-0,,"67,140",Ground water,"1510 West 550 South
LAFAYETTE, IN 47909",765-807-1700,LAFAYETTE,Tippecanoe
"GREENSBORO, CITY OF",http://www.greensboro-nc.gov/departments/Water,http://www.greensboro-nc.gov/departments/water,,"290,201",Surface water,"2602 S. ELM EUGENE ST
GREENSBORO, NC 27406",336-373-4762,GREENSBORO,Guilford
GREENVILLE UTILITIES COMM,https://www.guc.com/WQR2020,https://www.guc.com/customer-service/water,,"103,140",Surface water,"PO BOX 1847
GREENVILLE, NC 27835",252-551-1561,GREENVILLE,Pitt
CLAWSON,http://www.cityofclawson.com/your_government/dpw_and_engineering/index.php,http://www.cityofclawson.com/index.php,,"11,825",Surface water purchased,"425 North Main Street
CLAWSON, MI 48017",248-435-4500,CLAWSON,Oakland
HIGHLAND PARK,http://cms6.revize.com/revize/highlandparkil/government/city_departments/public_works/water_treatment_plant/docs/Water%20Report%202019.pdf,https://www.cityhpil.com/,,"29,763",Surface water,"1707 ST JOHNS AVE
HIGHLAND PARK, IL 60035",847-432-0807,HIGHLAND PARK,Lake
"PORTSMOUTH, CITY OF",http://www.portsmouthva.gov/publicutil/waterqualityreport.aspx,,,"120,400",Surface water,"105 Maury Place
SUFFOLK, VA 23434",757-539-2201,PORTSMOUTH,
WESTMINSTER CITY OF,http://www.ci.westminster.co.us/351.htm,,,"192,878",Surface water,"8900 PIERCE ST
WESTMINSTER, CO 80021",303-658-2470,,Adams
GRU - MURPHREE WTP,http://www.gru.com/OurCommunity/Environment/WaterQuality/waterGRU.jsp,,,"190,600",Ground water,"P.O. BOX 147117, STA A-122
301 SE 4TH AVENUE
GAINESVILLE, FL 32614-7117",352-393-6512,GAINESVILLE,Alachua
SOUTH NORWALK ELECTRIC & WATER,http://www.snew.org/,http://www.snew.org/,,"42,000",Surface water,"164 Old Boston Road
WILTON, CT 06854",203-762-7884,"DARIEN, NEW CANAAN, NORWALK, WILTON",Fairfield
GULF HARBORS,http://www.fgua.com/Docs/CCRs/2010/2010_CCR_Lindrick.pdf,http://www.fgua.com/lindrick,,"9,110",Ground water,"280 WEKIVA SPRINGS ROAD
SUITE 2070
LONGWOOD, FL 32779",407-629-6900,NEW PORT RICHEY,Pasco
MIDDLESEX WATER COMPANY,http://www.middlesexwater.com/lorez/waterQuality.htm,http://cfpub.epa.gov/safewater/ccr/index.cfm?action=ccrupdate,,"233,376",Surface water,"485-C ROUTE 1 SOUTH
SUITE 400
ISELIN, NJ 08830",732-638-7537,WOODBRIDGE TWP.-1225,Middlesex
PWCSA - EAST,http://viewer.pwcsa.org/?docid=f55d6846-ea7d-4099-bb61-a61a012398ae,,,"153,000",Surface water purchased,"4 County Complex
P.O. Box 2266
WOODBRIDGE, VA 22195",703-335-7976,,Prince William
LAKEHAVEN WATER AND SEWER DISTRICT,http://www.lakehaven.org/waterquality.htm,,,"116,906",Surface water purchased,"PO BOX 4249
FEDERAL WAY, WA 98063",,,King
PWCSA - WEST,http://viewer.pwcsa.org/?docid=c38a3254-8efa-4aa1-a8c5-a61900d70369#?page=0,,,"130,001",Surface water purchased,"4 County Complex
P.O. Box 2266
WOODBRIDGE, VA 22195",703-335-7976,,Prince William
HOMEWOOD,http://documents.village.homewood.il.us/publicworks/current%20water%20quality%20report.pdf,http://www.homesweethomewood.com/index.asp?Type=B_BASIC&SEC={5B560DA2-DA96-4406-899B-11D9719A2248},,"19,089",Surface water purchased,"17755 S. Ashland Ave.
HOMEWOOD, IL 60430",708-206-2901,HOMEWOOD,Cook
"HALLANDALE BEACH, CITY OF",http://www.hallandalebeachfl.gov/DocumentView.aspx?DID=108,http://www.hallandalebeachfl.gov/,,"40,000",Ground water,"630 NW 2ND STREET
HALLANDALE, FL 33009",954-457-1611,HALLANDALE BEACH,Broward
"DOWNEY - CITY, WATER DEPT.",http://www.downeyca.org/gov/pw/default.asp,,,"112,831",Ground water,"11111 Brookshire Ave.
DOWNEY, CA 90241",562-904-7110,DOWNEY,Los Angeles
WOODLAND PARK CITY OF,"http://www.city-woodlandpark.org/home/utilities/rates-fees,-reports-forms/?fid=3121",http://www.city-woodlandpark.org,,"8,500",Surface water,"
PO BOX 9007
WOODLAND, CO 80866",719-687-9246,,Teller
MONROE TWP UTILITY DEPARTMENT,http://mtmua.com/PDF&DOC/120902ccr.pdf,http://mtmua.com/,,"33,402",Ground water,"143 UNION VALLEY ROAD
MONROE TOWNSHIP, NJ 08831",732-521-1700,MONROE TWP.-1213,Middlesex
COMMERCE TOWNSHIP,http://www.oakgov.com/water/publications/cons_conf_wat.html,http://www.oakgov.com/water/,,"19,945",Surface water purchased,"1 PUBLIC WORKS DRIVE
WATERFORD, MI 48328",248-858-1441,,Oakland
MOORESTOWN WATER DEPT,http://www.moorestown.nj.us/,,,"20,700",Surface water purchased,"601 E 3RD STREET
MOORESTOWN, NJ 08057",856-235-3520,MOORESTOWN TWP.-0322,Burlington
"RICHMOND, CITY OF",http://www.ci.richmond.va.us/PublicUtilities/WaterQualityReports.aspx,,,"197,000",Surface water,"730 East Broad Street, 6th Floor
RICHMOND, VA 23219",804-646-5200,RICHMOND CITY,
TOCCOA,http://cityoftoccoa.com/services/water_wastewater.html#anchor_analysis_report,http://cityoftoccoa.com/services/water_conservation.html#anchor_work_town,,"24,960",Surface water,"POB 579
TOCCOA, GA 30577-0579",706-886-8451,TOCCOA,Stephens
EAST BAY MUD,http://www.ebmud.com/our-water/water-quality/annual-water-quality-report/annual-water-quality-report-0,,,"1,437,000",Surface water,"375 11TH ST STE 606
OAKLAND, CA 94607-4246",510-287-7056,,Alameda
Fridley,http://fridleymn.gov/620/Water-Quality-Reports,http://fridleymn.gov/620/Water-Quality-Reports,,"27,853",Ground water,"7071 University Avenue NE
Fridley, MN 55432",7635723571,Fridley,Anoka
MT LAUREL TWP MUA,http://www.mltmua.com/about.html,http://www.mltmua.com/,,"41,743",Surface water purchased,"1201 SOUTH CHURCH ST
MT LAUREL TWP, NJ 08054",856-722-5900,MOUNT LAUREL TWP.-0324,Burlington
HCPUD/NORTHWEST UTILITIES,http://www.hillsboroughcounty.org/index.aspx?nid=1338,http://www.hillsboroughcounty.org/index.aspx?NID=1810,,"202,326",Surface water purchased,"925 E TWIGGS ST
TAMPA, FL 33602",813-209-3009,TAMPA,Hillsborough
HCPUD/SEABOARD UTILITIES,http://www.hillsboroughcounty.org/index.aspx?nid=1338,http://www.hillsboroughcounty.org/index.aspx?NID=1810,,"13,986",Surface water purchased,"925 E TWIGGS ST
TAMPA, FL 33602",813-307-4754,TAMPA,Hillsborough
"TIGARD, CITY OF",http://www.tigard-or.gov/city_hall/departments/water/default.asp,http://www.tigard-or.gov/city_hall/departments/water/docs/water_quality_report.pdf,,"60,236",Surface water purchased,"13125 SW HALL BLVD
TIGARD, OR 97223",503-718-2609,,Washington
EAST VALLEY WATER DISTRICT,https://www.eastvalley.org/350/Water-Quality,http://www.eastvalley.org,,"102,000",Surface water,"31111 Greenspot Road
HIGHLAND, CA 92346",909-889-4500,,San Bernardino
HCPUD/SOUTH-CENTRAL,http://www.hillsboroughcounty.org/index.aspx?nid=1338,http://www.hillsboroughcounty.org/index.aspx?NID=1810,,"421,362",Surface water purchased,"925 E TWIGGS ST
TAMPA, FL 33602",813-209-3009,LITHIA,Hillsborough
EASTERN MUNICIPAL WD,http://www.emwd.org/water_service/water_quality.html,,,"586,254",Surface water purchased,"2270 Trumble Road
P.O. Box 8300
PERRIS, CA 92570",951-928-3777,,Riverside
HOKE CO REGIONAL WATER SYSTEM,http://www.hokecounty.net/utils/2011ccr.pdf,http://www.hokecounty.net/county-departments/utilities/,,"24,899",Ground water,"PO BOX 240
RAEFORD, NC 28376",910-848-0385,RAEFORD,Hoke
HOKE CO REGIONAL--ROCKFISH,http://www.hokecounty.net/utils/2011ccr.pdf,http://www.hokecounty.net/county-departments/utilities/,,"5,778",Surface water purchased,"PO BOX 240
RAEFORD, NC 28376",910-848-0385,RAEFORD,Hoke
IL AMERICAN-CHAMPAIGN,http://www.amwater.com/ilaw/customer-service/water-quality-reports.html,,,"142,250",Ground water,"ILLINOIS AMERICAN WATER
100 NORTH WATERWORKS DRIVE
BELLEVILLE, IL 62223",618-239-3249,CHAMPAIGN,Champaign
IL AMERICAN-EAST ST LOUIS,http://www.amwater.com/ilaw/customer-service/water-quality-reports.html,,,"139,879",Surface water,"ILLINOIS AMERICAN WATER
100 NORTH WATERWORKS DRIVE
BELLEVILLE, IL 62223",618-239-3249,EAST ST LOUIS,St. Clair
WHITEFISH  CITY OF,http://whitefish.govoffice.com/vertical/sites/%7B8773F417-AD9F-4BFA-B5F7-4D1C73387937%7D/uploads/2011_CCR.pdf,http://www.whitefish.govoffice.com/,,"9,671",Surface water,"City of Whitefish
P O BOX 158
WHITEFISH, MT 59937",406-863-2460,WHITEFISH,Flathead
HERNANDO CO UTL-WEST,http://www.co.hernando.fl.us/utils/News_Publications/index.asp,,,"130,558",Ground water,"15400 WISCON RD.
BROOKSVILLE, FL 34601",352-754-4814,BROOKSVILLE,Hernando
IL AMERICAN-PEORIA,http://www.amwater.com/ilaw/customer-service/water-quality-reports.html,,,"121,478",Surface water,"ILLINOIS AMERICAN WATER
100 NORTH WATERWORKS DRIVE
BELLEVILLE, IL 62223",618-239-3249,PEORIA,Peoria
"HIALEAH, CITY OF",http://www.hialeahfl.gov/dep/water/statistics.aspx,,,"240,000",Ground water,"3700 W 4TH AVE
HIALEAH, FL 33012",305-556-3800,HIALEAH,Miami-Dade
"TROUTDALE, CITY OF",http://www.ci.troutdale.or.us/water-streets/waterquality.htm,http://www.ci.troutdale.or.us/water-streets/,,"16,020",Ground water,"342 SW 4TH ST
TROUTDALE, OR 97060",503-674-3305,,Multnomah
TUALATIN VALLEY WATER DISTRICT,http://www.tvwd.org/water-quality,http://www.tvwd.org/,TVWD,"222,000",Surface water purchased,"1850 SW 170TH AVE
BEAVERTON, OR 97003",503-848-3000,,Washington
NEWARK WATER DEPARTMENT,https://waterandsewer.newarknj.gov/annual-water-quality-reports,,,"294,274",Surface water,"920 Broad Street
Room B31-F
NEWARK, NJ 07102",973-733-6303,"BELLEVILLE TOWN-0701, BLOOMFIELD TOWN-0702, EAST ORANGE CITY-0705, HILLSIDE TWP.-2007, IRVINGTON TOWN-0709, NEWARK-0714",Essex
LE-AX REGIONAL WATER DISTRICT PWS,http://www.le-ax.com/,http://www.le-ax.com,,"19,311",Ground water,"6000 INDUSTRIAL DR
ATHENS, OH 45701",740-594-0123,,Athens
EL DORADO ID - MAIN,http://www.eid.org/home/showdocument?id=4840,http://www.eid.org/customers/water-quality-report,"EID, El Dorado Irrigation District","126,389",Surface water,"2890 MOSQUITO RD
PLACERVILLE, CA 95667",530-642-4041,,El Dorado
DALLAS FORT WORTH INTERNATIONAL AIRPORT,http://www.ci.killeen.tx.us/index.php?section=125,,,"203,375",Surface water purchased,"PO BOX 619428
DALLAS, TX 75261-9428",972-973-5250,,Dallas
DALLAS WATER UTILITY,http://dallascityhall.com/dwu/water_quality_reports.html,,,"1,286,380",Surface water,"1500 MARILLA ST STE 5EN
DALLAS, TX 75201-6318",214-670-3301,,Dallas
NJ AMERICAN WATER - COASTAL NORTH,http://www.amwater.com/njaw/working-with-us/water-quality-reports.html,,,"335,449",Surface water,"310 SWIMMING RIVER RD
COLTS NECK, NJ 07722",609-226-0020,"ABERDEEN TWP-1330, ASBURY PARK CITY-1303, BAY HEAD BORO-1502, BRADLEY BEACH BORO-1307, BRICK TWP.-1506, EATONTOWN BORO-1311, FAIR HAVEN BORO-1313, FREEHOLD TWP.-1316, HOLMDEL TWP.-1318, HOWELL TWP.-1319, KEANSBURG BORO-1321, LAKEWOOD TWP.-1514, LAVALETTE BORO-1515, LITTLE SILVER BORO-1323, LONG BRANCH CITY-1325, MIDDLETOWN TWP.-1331, NEPTUNE CITY BORO-1335, NEPTUNE TWP.-1334, OCEAN TWP.-1337, OCEANPORT BORO-1338, RED BANK BORO-1340, RUMSON BORO-1342, SHREWSBURY BORO-1345, TINTON FALLS-1336, TOMS RIVER-1507, UNION BEACH BORO-1350, WEST LONG BRANCH BORO-1353","Monmouth, Ocean"
NJ AMERICAN WATER - LIBERTY,http://www.amwater.com/njaw/customer-service/water-quality-reports.html,,,"125,000",Surface water purchased,"P O BOX 102
BOUND BROOK, NJ 08805",732-302-3170,ELIZABETH CITY- 2004,Union
NJ AMERICAN WATER - OCEAN CITY,http://www.amwater.com/njaw/working-with-us/water-quality-reports.html,,,"127,000",Ground water,"3215 FIRE ROAD
EGG HARBOR, NJ 08234-5857",609-677-4602,OCEAN CITY-0508,Cape May
NJ AMERICAN WATER - RARITAN,http://www.amwater.com/njaw/working-with-us/water-quality-reports.html,,,"615,430",Surface water,"93 WILLOW GROVE RD
SHAMONG, NJ 08088",,"ELIZABETH CITY- 2004, MONROE TWP.-1213",Union
NJ AMERICAN WATER - SHORT HILLS,http://www.amwater.com/njaw/ensuring-water-quality/water-quality-reports.html,,,"217,230",Surface water,"PO BOX 5602
CHERRY HILL, NJ 08034",973-564-5727,"BEDMINSTER TWP.-1801, BELVIDERE TOWN-2103, BERKELEY HEIGHTS TWP.-2001, BERNARDS TWP.-1802, BERNARDSVILLE BORO-1803, CHATHAM BORO-1404, CHESTER TWP.-1407, FAR HILLS BORO-1807, FLORHAM PARK BORO-1411, FRANKLIN TWP.-2105, FRENCHTOWN BORO-1011, HARDING TWP.-1413, HILLSIDE TWP.-2007, IRVINGTON TOWN-0709, LITTLE FALLS TWP.-1605, LIVINGSTON TWP.-0710, MAPLEWOOD TWP.-0711, MENDHAM BORO-1418, MENDHAM TWP.-1419, MILLBURN TWP.-0712, MOUNT OLIVE TWP.-1427, NEW PROVIDENCE BORO-2011, NORTH CALDWELL BORO-0715, OXFORD TWP.-2117, SOUTH ORANGE VILLAGE-0719, SPRINGFIELD TWP.-2017, SUMMIT CITY-2018, UNION TWP-.2019, WARREN TWP.-1820","Essex, Hunterdon, Morris, Passaic, Somerset, Union, Warren"
