Water System Name,CCR Website,Water System Website,Water System Alias,Population Served,Source Type,System Address,Contact Phone,Cities Served,Counties Served
"NAVAL SUPPORT FACILITY, DAHLGREN",,,,"7,872",Ground water,"18329 Thompson Road Suite 226
DAHLGREN, VA 22448",540-653-5071,,King George
GILBERTS,,,,"7,200",Ground water,"87 Galligan Road
GILBERTS, IL 60136",815-428-2861,GILBERTS,Kane
FRANKLIN COUNTY WATER & SEWER,,,,"13,096",Surface water purchased,"1630 US Highway 1 North
YOUNGSVILLE, NC 27596",919-556-6177,FRANKLINTON,Franklin
SOLITUDE STATION COPPER MOUNTAIN,,,,"5,013",Ground water,"
PO BOX 3440
COPPER MOUNTAIN, CO 80443",,,Summit
GILLESPIE,,,,"3,646",Surface water,"115 N MACOUPIN ST
GILLESPIE, IL 62033",,,Macoupin
CITY OF SAGINAW,,,,"22,380",Surface water purchased,"PO BOX 79070
SAGINAW, TX 76179-0070",817-232-4640,,Tarrant
LAVALE SANITARY COMMISSION,,,,"5,500",Surface water purchased,"P.O. BOX 3325
LAVALE, MD 21502-3325",301-729-1638,,Allegany
NORTH KANSAS CITY PWS,,,,"4,800",Ground water,"2010 HOWELL
NORTH KANSAS CITY, MO 64116-0000",816-274-6000,N. KANSAS CITY,Clay
"FRANKLIN, TOWN OF",,,,"9,650",Surface water,"PO  BOX 1479
TOWN OF FRANKLIN
FRANKLIN, NC 28744",828-369-8998,FRANKLIN,Macon
CITY OF SAN ANGELO,,,,"100,450",Surface water,"72 W COLLEGE AVE
SAN ANGELO, TX 76903-5814",325-450-8734,,Tom Green
SOUTH ADAMS COUNTY WSD,http://www.sacwsd.org/DocumentView.aspx?DID=277,http://www.sacwsd.org/,,"63,808",Surface water purchased,"
PO BOX 597
COMMERCE CITY, CO 80037",720-206-0565,,Adams
FLORIDA CITY,,,,"12,155",Ground water,"404 WEST PALM DRIVE
FLORIDA CITY, FL 33034",305-248-6855,FLORIDA CITY,Miami-Dade
INDIANA AMERICAN WATER - CHARLESTOWN,,,,"6,868",Ground water,"153 North Emerson Avenue
GREENWOOD, IN 46143",317-885-2408,CHARLESTOWN,Clark
CITY OF SAN BENITO,,,,"24,250",Surface water,"401 N SAM HOUSTON BLVD
SAN BENITO, TX 78586-4666",956-361-3800,,Cameron
INDIANA AMERICAN WATER - CRAWFORDSVILLE,,,,"14,855",Ground water,"153 North Emerson Avenue
GREENWOOD, IN 46143",317-885-2408,CRAWFORDSVILLE,Montgomery
WHITINSVILLE WATER COMPANY,,,,"7,733",Groundwater under influence of surface water,"P.O. BOX 188
WHITINSVILLE, MA 01588",5082347358,NORTHBRIDGE,Worcester
"CENTER LINE, CITY OF",,,,"8,257",Surface water purchased,"7070 E. 10 MILE ROAD
CENTER LINE, MI 48015",586-758-8278,CENTER LINE,Macomb
CITY OF SAN JUAN,,,,"30,027",Surface water,"709 S NEBRASKA AVENUE
SAN JUAN, TX 78589-2649",956-787-5978,,Hidalgo
NCSA - WINTERGREEN,,,,"6,714",Surface water,"P.O. BOX 249
LOVINGSTON, VA 22949",434-263-5341,,Nelson
WHITMAN WATER SYSTEM,,,,"14,574",Surface water purchased,"100 ESSEX ST
WHITMAN, MA 02382",7814477630,WHITMAN,Plymouth
CITY OF SAN MARCOS,,,,"67,468",Surface water,"630 E HOPKINS ST
SAN MARCOS, TX 78666-6314",512-393-8085,,Hays
INDIANA AMERICAN WATER - JOHNSON COUNTY,,,,"79,205",Ground water,"153 North Emerson Avenue
GREENWOOD, IN 46143",317-885-2408,GREENWOOD,Johnson
PEASE TRADE PORT,,,,"9,900",Ground water,"680 PEVERLY HILL RD
PORTSMOUTH, NH 03801",,PORTSMOUTH,Rockingham
FLORIDA GOVERMENTAL UTILITY AUTHORITY,http://www.fgua.com/docs/CCRs/2011/2011%20CCR%20MacDill%20AFB.pdf,http://www.fgua.com/macdill-afb,,"11,965",Surface water purchased,"280 WEKIVA SPRINGS ROAD, SUITE 2070
LONGWOOD, FL 32779",407-629-6900,MACDILL AFB,Hillsborough
INDIANA AMERICAN WATER - KOKOMO,,,,"50,350",Surface water,"153 North Emerson Avenue
GREENWOOD, IN 46143",317-885-2408,KOKOMO,Howard
CITY OF SANGER,,,,"7,595",Surface water purchased,"PO BOX 1729
SANGER, TX 76266-0017",940-458-7930,,Denton
FLORIDA GOVERNMENTAL UTILITY AUTHORITY,http://www.fgua.com/docs/CCRs/2011/2011%20CCR%20Lehigh%20Acres.pdf,http://www.fgua.com/lehigh-acres,,"29,656",Ground water,"280 WEKIVA SPRINGS ROAD SUITE 2000
LONGWOOD, FL 32779",407-629-6900,LONGWOOD,Lee
CITY OF SANSOM PARK,,,,"4,796",Ground water,"5705 AZLE AVE
FORT WORTH, TX 76114-1120",817-626-3791,,Tarrant
NEW BALTIMORE REGIONAL,,,,"8,643",Ground water,"Fauquier County WSA
7172 Kennedy Road
WARRENTON, VA 20187",540-349-2092,,Fauquier
INDIANA AMERICAN WATER - MOORESVILLE,,,,"9,575",Ground water,"153 North Emerson Avenue
GREENWOOD, IN 46143",317-885-2408,MOORESVILLE,Morgan
WILBRAHAM WATER DEPT (MWRA),,,,"8,510",Surface water purchased,"240 SPRINGFIELD ST
WILBRAHAM, MA 01095",4135962800,WILBRAHAM,Hampden
PORTLAND WATER BUREAU,http://www.portlandonline.com/water/index.cfm?c=29551&a=244722,,,"614,059",Surface water,"1900 N INTERSTATE AVE
Yone Akagi
PORTLAND, OR 97227",503-823-7648,,Multnomah
CRESCENTA VALLEY CWD,,,,"33,037",Surface water purchased,"2700 FOOTHILL BLVD
LA CRESCENTA, CA 91214",818-248-3925,,Los Angeles
GLEN CARBON,,,,"12,800",Ground water purchased,"151 North Main Street
GLEN CARBON, IL 62034",618-288-2647,GLEN CARBON,Madison
INDIANA AMERICAN WATER - MUNCIE,,,,"65,618",Surface water,"153 North Emerson Avenue
GREENWOOD, IN 46143",317-885-2408,MUNCIE,Delaware
INDIANA AMERICAN WATER - NEWBURGH,,,,"19,898",Ground water,"153 North Emerson Avenue
GREENWOOD, IN 46143",317-885-2408,NEWBURGH,Warrick
CITY OF SCHERTZ,,,,"39,453",Ground water,"1400 SCHERTZ PKWY
SCHERTZ, TX 78154-1634",210-619-1040,,Guadalupe
GLEN ELLYN,,,,"27,928",Surface water purchased,"30 SOUTH LAMBERT ROAD
GLEN ELLYN, IL 60137",630-547-5507,GLEN ELLYN,DuPage
INDIANA AMERICAN WATER - NOBLESVILLE,,,,"40,745",Ground water,"153 North Emerson Avenue
GREENWOOD, IN 46143",317-885-2408,NOBLESVILLE,Hamilton
OAK GROVE PWS,,,,"8,000",Ground water purchased,"1300 S BROADWAY
OAK GROVE, MO 64075-0000",816-690-3773,OAK GROVE,Jackson
INDIANA AMERICAN WATER - NORTHWEST,http://www.amwater.com/inaw/ensuring-water-quality/water-quality-reports.html,,,"173,525",Surface water,"153 North Emerson Avenue
GREENWOOD, IN 46143",317-885-2408,"GARY, MERRILLVILLE",Lake
VINTON MUNICIPAL WATER DEPT,,,,"5,257",Ground water,"ATTN CRAIG WALKER WATER DEPT
110 W 3RD ST PO BOX 529
VINTON, IA 52349",319-472-3437,VINTON,Benton
LACEY TWP MUA,,,,"26,240",Ground water,"PO BOX 205
FORKED RIVER, NJ 08731",609-693-8188,LACEY TWP.-1512,Ocean
CRESTLINE VILLAGE CWD - DIVISION 10,,,,"8,360",Surface water purchased,"PO BOX 3347
CRESTLINE, CA 92325",909-338-1727,,San Bernardino
INDIANA AMERICAN WATER - RICHMOND,,,,"37,955",Surface water,"153 North Emerson Avenue
GREENWOOD, IN 46143",317-885-2408,RICHMOND,Wayne
SOUTHGATE WSD,,,,"55,000",Surface water purchased,"3722 EAST ORCHARD RD
CENTENNIAL, CO 80121",303-779-0261,,Arapahoe
GLENCOE,,,,"8,723",Surface water,"VILLAGE OF GLENCOE
675 VILLAGE COURT
GLENCOE, IL 60022",847-835-4111,FOREST PARK,Cook
PEMBROKE WATER WORKS,,,,"5,200",Ground water,"346 PEMBROKE ST
PEMBROKE, NH 03275",,PEMBROKE,Merrimack
CITY OF SEABROOK,,,,"12,792",Surface water purchased,"1700 1ST ST
SEABROOK, TX 77586-3540",281-291-5600,,Harris
GLENDALE HEIGHTS,,,,"34,208",Surface water purchased,"1615 GLEN ELLYN ROAD
GLENDALE HEIGHTS, IL 60139",630-260-6040,GLENDALE HEIGHTS,DuPage
INDIANA AMERICAN WATER - S. INDIANA,,,,"81,760",Ground water,"153 North Emerson Avenue
GREENWOOD, IN 46143",317-885-2408,JEFFERSONVILLE,Clark
WILLIAMSTOWN WATER DEPT,,,,"7,326",Ground water,"675 SIMONDS RD
WILLIAMSTOWN, MA 01267",4134583383,WILLIAMSTOWN,Berkshire
SOUTHWEST METROPOLITAN WSD,,,,"48,648",Surface water purchased,"8739 W COAL MINE AVE
LITTLETON, CO 80123",303-979-2333,,Arapahoe
INDIANA AMERICAN WATER - SEYMOUR,,,,"18,935",Ground water,"153 North Emerson Avenue
GREENWOOD, IN 46143",317-885-2408,SEYMOUR,Jackson
TOWN OF BAR HARBOR- WATER DIVISION,,,,"4,125",Surface water,"50 PUBLIC WORKS WAY
BAR HARBOR, ME 04609",207-288-3555,BAR HARBOR,Hancock
East Grand Forks,,,,"8,876",Surface water,"P.O. Box 322
East Grand Forks, MN 56721-0322",2187731511,East Grand Forks,Polk
CITY OF SEAGOVILLE,,,,"15,900",Surface water purchased,"702 N HWY 175
SEAGOVILLE, TX 75159-1774",972-287-2050,,Dallas
INDIANA AMERICAN WATER - SHELBYVILLE,,,,"16,845",Ground water,"153 North Emerson Avenue
GREENWOOD, IN 46143",317-885-2408,SHELBYVILLE,Shelby
WILMINGTON WATER DEPT,http://www.mwra.com/water/html/awqr.htm,,,"22,325",Surface water purchased,"121 GLEN ROAD
WILMINGTON, MA 01887",9786584711,WILMINGTON,Middlesex
PENACOOK BOSCAWEN WATER PCT,,,,"3,800",Ground water,"102 N MAIN ST
BOSCAWEN, NH 03303",,BOSCAWEN,Merrimack
GLENVIEW,,,,"50,001",Surface water purchased,"2500 East Lake Avenue
GLENVIEW, IL 60026",847-904-4414,GLENVIEW,Cook
WINCHENDON WATER DEPARTMENT,,,,"5,706",Surface water purchased,"109 FRONT ST
WINCHENDON, MA 01475",9782970170,WINCHENDON,Worcester
CITY OF SEALY,,,,"7,151",Ground water,"PO BOX 517
SEALY, TX 77474-0517",979-885-3511,,Austin
GLENWOOD,,,,"8,956",Surface water purchased,"ONE ASSELBORN WAY
GLENWOOD, IL 60425",708-753-2309,GLENWOOD,Cook
WINCHESTER WATER DEPT,http://www.mwra.com/water/html/awqr.htm,,,"22,800",Surface water,"15 LAKE ST
WINCHESTER, MA 01890",7817217100,WINCHESTER,Middlesex
CITY OF SEGUIN,,,,"28,614",Surface water,"PO BOX 591
SEGUIN, TX 78156-0591",830-401-2307,,Guadalupe
INDIANA AMERICAN WATER - SULLIVAN,,,,"5,760",Ground water,"153 North Emerson Avenue
GREENWOOD, IN 46143",317-885-2408,TERRE HAUTE,Sullivan
PENNICHUCK WATER WORKS,,,,"87,932",Surface water,"PO BOX 1947
MERRIMACK, NH 03054",,NASHUA,Hillsborough
CITY OF SELMA,,,,"10,524",Ground water,"9375 COPPRATE DR
SELMA, TX 78154-1250",210-651-6661,,Bexar
REYNOLDS PLANTATION,,,,"7,777",Ground water,"P.O. BOX 80745
ATLANTA, GA 30366",404-234-3629,,Greene
CRANBERRY TWP WTP,,,,"36,930",Surface water purchased,"2525 ROCHESTER RD SUITE 400
CRANBERRY TWP, PA 16066",724-776-4806,,Butler
CITY OF SEMINOLE,,,,"8,917",Ground water,"302 S MAIN ST
SEMINOLE, TX 79360-4346",432-758-3621,,Gaines
INDIANA AMERICAN WATER - TERRE HAUTE,,,,"60,663",Ground water,"153 North Emerson Avenue
GREENWOOD, IN 46143",317-885-2408,TERRE HAUTE,Vigo
INDIANA AMERICAN WATER - WABASH,,,,"11,185",Ground water,"153 North Emerson Avenue
GREENWOOD, IN 46143",317-885-2408,WABASH,Wabash
LEXINGTON PARK,,,,"43,030",Ground water,"ST. MARY'S METCOM
43990 COMMERCE AVE
HOLLYWOOD, MD 20636",301-737-7400,,St. Mary's
COLLINS/GOWANDA CORRECTIONAL FACILITIES,,,,"3,948",Ground water,"Collins Correctional Facility
PO Box 490
COLLINS, NY 14034",716-532-4588,"COLLINS, N.Y. (T)",Erie
"PRINEVILLE, CITY OF",,,,"9,645",Ground water,"387 NE 3RD STREET
PRINEVILLE, OR 97754",541-447-5627,,Crook
INDIANA AMERICAN WATER - WARSAW,,,,"12,358",Ground water,"153 North Emerson Avenue
GREENWOOD, IN 46143",317-885-2408,WARSAW,Kosciusko
"WINTHROP WATER DIVISION, (MWRA)",http://www.mwra.com/water/html/awqr.htm,http://www.mwra.com,,"17,497",Surface water purchased,"100 KENNEDY DR
WINTHROP, MA 02152",6178461341,WINTHROP,Suffolk
PETERBOROUGH WATER WORKS,,,,"4,350",Ground water,"1 GROVE ST
PETERBOROUGH, NH 03458",,PETERBOROUGH,Hillsborough
"NEWPORT NEWS, CITY OF",http://www.nngov.com/waterworks/resources/waterquality,,,"407,300",Surface water,"700 Town Center Drive, Suite 500
NEWPORT NEWS, VA 23606",757-926-1146,NEWPORT NEWS,
RICHMOND HILL,,,,"12,594",Ground water,"POB 250
40 richard Davis Dr
RICHMOND HILL, GA 31324-0250",912-756-3632,RICHMOND HILL,Bryan
INDIANA AMERICAN WATER - WEST LAFAYETTE,,,,"31,748",Ground water,"153 North Emerson Avenue
GREENWOOD, IN 46143",317-885-2408,WEST LAFAYETTE,Tippecanoe
WOBURN WATER DEPT.,http://www.mwra.com/water/html/awqr.htm,,,"38,120",Surface water purchased,"50 NORTH WARREN STREET
WOBURN, MA 01801",7818975990,WOBURN,Middlesex
FLORIDA STATE PRISON,,,,"7,500",Ground water,"501 S. CALHOUN ST.
TALLAHASSEE, FL 32399-2500",850-717-3926,RAIFORD,Bradford
INDIANA AMERICAN WATER - WINCHESTER,,,,"4,838",Ground water,"153 North Emerson Avenue
GREENWOOD, IN 46143",317-885-2408,WINCHESTER,Randolph
CITY OF SHERMAN,,,,"42,462",Surface water,"PO BOX 1106
SHERMAN, TX 75091-1106",903-892-7258,,Grayson
HECLA WATER ASSOCIATION-PLANT PWS,http://heclawater.com/water-quality-report.html,http://heclawater.com,,"35,999",Surface water purchased,"3190 SR 141
IRONTON, OH 45638",740-533-0526,,Lawrence
CITY OF SILSBEE,,,,"8,797",Ground water,"1220 HIGHWAY 327 E
SILSBEE, TX 77656-6008",409-385-3535,,Hardin
CITY OF SINTON,,,,"5,665",Ground water,"PO BOX 1395
SINTON, TX 78387-1395",361-364-2381,,San Patricio
RINCON,,,,"9,880",Surface water purchased,"P.O. Box 232
302 S. Columbia Ave
RINCON, GA 31326",912-826-5745,RINCON,Effingham
CITY OF SLATON,,,,"6,077",Surface water purchased,"130 S 9TH ST
SLATON, TX 79364-4192",806-828-2000,,Lubbock
WAPELLO RURAL WATER ASSOC.,,,,"15,601",Surface water purchased,"ATTN DAN WESTEGARD OPERATOR
534 SHAUL AVE
OTTUMWA, IA 52501",641-682-8351,OTTUMWA,"Jefferson, Keokuk, Wapello, Washington"
"WORCESTER DPWP, WATER SUPPLY DIVISION",http://www.ci.worcester.ma.us/e-services/document-center/water-sewer,,,"181,045",Surface water,"18 EAST WORCESTER ST
WORCESTER, MA 01604",5089291300,WORCESTER,Worcester
ODESSA PWS,,,,"5,300",Ground water,"125 S 2ND
PO BOX 128
ODESSA, MO 64076-0000",816-230-5577,ODESSA,Lafayette
CITY OF SMITHVILLE,,,,"4,132",Ground water,"PO BOX 449
SMITHVILLE, TX 78957-0449",512-237-3282,,Bastrop
CEDARBURG L & W COMMISSION,,,,"11,900",Ground water,"N30 W5926 LINCOLN BLVD
PO BOX 767
CEDARBURG, WI 53012-0767",,CEDARBURG,Ozaukee
OFALLON PWS,,,,"32,515",Surface water purchased,"100 N MAIN ST - CITY HALL
OFALLON, MO 63366-0000",636-379-7600,O FALLON,St. Charles
NORFOLK NAVAL BASE,,,,"48,300",Surface water purchased,"9742 Maryland Ave.
NORFOLK, VA 23511-3095",757-341-0523,NORFOLK,
NORFOLK NAVAL SHIPYARD,,,,"17,000",Surface water purchased,"Attn: Environmental
1500 Pennock St., Bldg. 1500, Rm 513
PORTSMOUTH, VA 23709",757-396-8270,PORTSMOUTH,
CITY OF SNYDER,,,,"10,783",Surface water,"PO BOX 1341
SNYDER, TX 79550-1341",325-573-4957,,Scurry
"NORFOLK, CITY OF",http://www.norfolk.gov/index.aspx?nid=657,,,"234,220",Surface water,"401 Monticello Avenue
NORFOLK, VA 23510",757-644-6701,NORFOLK,
WRENTHAM WATER DIVISION,,,,"11,686",Ground water,"P.O. BOX 658
360 TAUNTON STREET
WRENTHAM, MA 02093",5083845477,WRENTHAM,Norfolk
WARREN WATER DISTRICT,,,,"18,838",Surface water purchased,"ATTN STAN RIPPERGER
1204 E 2ND AVE
INDIANOLA, IA 50125",515-962-1200,INDIANOLA,"Madison, Warren"
COLONIE VILLAGE,,,,"8,030",Surface water purchased,"2 Thunder Road
COLONIE, NY 12205",518-869-6372,COLONIE (V),Albany
YARMOUTH WATER DEPARTMENT,,,,"39,635",Ground water,"99 BUCK ISLAND RD
WEST YARMOUTH, MA 02673",5087717921,YARMOUTH,Barnstable
WASHINGTON WATER DEPARTMENT,,,,"7,266",Ground water,"ATTN KYLE WELLINGTON SUPERINTENDENT
522 N 4TH AVE   PO BOX 516
WASHINGTON, IA 52353",319-653-1531,WASHINGTON,Washington
CITY OF SOUTH HOUSTON,,,,"17,397",Surface water purchased,"PO BOX 238
SOUTH HOUSTON, TX 77587-0238",713-539-8760,,Harris
CITY OF SOUTHLAKE,,,,"32,000",Surface water purchased,"1950 E CONTINENTAL BLVD
SOUTHLAKE, TX 76092-9764",817-748-8082,,Tarrant
WATERLOO WATER WORKS,,,,"70,070",Ground water,"ATTN TRAVIS LARSON WATER PROD MANAGER
PO BOX 27  325 SYCAMORE ST
WATERLOO, IA 50704-0027",319-232-6280,WATERLOO,Black Hawk
ST CHARLES MESA WD,,,,"9,690",Surface water,"1397 ASPEN RD
PUEBLO, CO 81006",719-542-4380,,Pueblo
PEU/LITCHFIELD,,,,"6,075",Ground water purchased,"PO BOX 1947
MERRIMACK, NH 03054",,LITCHFIELD,Hillsborough
"FUQUAY-VARINA, TOWN OF",,,,"30,424",Surface water purchased,"401 OLD HONEYCUTT RD
FUQUAY-VARINA, NC 27526",919-567-3911,FUQUAY-VARINA,Wake
PEU/LONDONDERRY,,,,"4,883",Surface water purchased,"PO BOX 1947
MERRIMACK, NH 03054",,LONDONDERRY,Rockingham
RAINBOW WATER DISTRICT,,,,"6,300",Groundwater under influence of surface water,"PO BOX 8
SPRINGFIELD, OR 97477",541-746-1676,,Lane
CITY OF SPLENDORA,,,,"7,956",Ground water,"PO BOX 1087
SPLENDORA, TX 77372-1087",281-689-3197,,Montgomery
WAUKEE WATER SUPPLY,,,,"17,945",Surface water purchased,"ATTN CHARLES WASKE WATER SUPT
805 UNIVERSITY AVE
WAUKEE, IA 50263",515-987-7405,WAUKEE,Dallas
CITY OF SPRING VALLEY VILLAGE,,,,"4,452",Ground water,"1025 CAMPBELL RD
HOUSTON, TX 77055-7407",713-805-3824,,Harris
INGALLS WATER COMPANY,,,,"7,600",Ground water,"P.O.  Box 277
INGALLS, IN 46048-0277",317-716-5978,INGALLS,Madison
WAUKON WATER DEPARTMENT,,,,"3,897",Ground water,"ATTN JAMES COOPER
1639 GREEN VALLEY RD NW
WAUKON, IA 52172",563-568-7933,WAUKON,Allamakee
WAVERLY WATER DEPARTMENT,,,,"9,874",Ground water,"ATTN JUSTIN MCGLAUN
PO BOX 616
WAVERLY, IA 50677",319-352-6261,WAVERLY,Bremer
Eden Prairie,,,,"63,726",Ground water,"Eden Prairie City Hall
8080 Mitchell Road
Eden Prairie, MN 55344-2230",9522945902,Eden Prairie,Hennepin
CITY OF SPRINGTOWN,,,,"3,323",Surface water,"PO BOX 444
SPRINGTOWN, TX 76082-0444",817-220-4834,,Parker
HICKSVILLE VILLAGE,,,,"3,581",Ground water,"108 N Main ST
HICKSVILLE, OH 43526-1119",419-542-8095,,Defiance
RALEIGH WATER DISTRICT,,,,"4,500",Surface water purchased,"5010 SW SCHOLLS FERRY RD
PORTLAND, OR 97225",503-292-4894,,Washington
WEBSTER CITY WATER SUPPLY,,,,"8,075",Ground water,"ATTN TIM DANIELSON WATER SUPT
CITY HALL   PO BOX 217
WEBSTER CITY, IA 50595",515-832-9146,WEBSTER CITY,Hamilton
LAKEWOOD TWP MUA,,,,"21,750",Surface water purchased,"390 NEW HAMPSHIRE AVE
LAKEWOOD, NJ 08701",732-363-4422,LAKEWOOD TWP.-1514,Ocean
INDIAN JOHN REST AREA (EB/WB),,,,"8,236",Ground water,"151 Bullfrog Rd
Cle Elum, WA 98922",,,Kittitas
"IRELAND UTILITIES, INC.",,,,"4,175",Surface water purchased,"P.O. Box 83
IRELAND, IN 47545-0083",812-482-2015,IRELAND,Dubois
CITY OF STEPHENVILLE,,,,"21,640",Surface water purchased,"298 W WASHINGTON ST
STEPHENVILLE, TX 76401-4257",254-918-1212,,Erath
CRESWELL HEIGHTS JT AUTH,,,,"15,000",Surface water purchased,"3961 JORDAN STREET, BOX 301
SOUTH HEIGHTS, PA 15081",724-375-6155,,Beaver
Edina,,,,"49,050",Ground water,"Edina City Hall
4801 West 50th Street
Edina, MN 55424",9528260312,Edina,Hennepin
"CHARLOTTE, CITY OF",,,,"9,074",Ground water,"111 East Lawrence Ave
CHARLOTTE, MI 48813",517-543-8860,CHARLOTTE,Eaton
CITY OF SUGAR LAND,,,,"83,886",Surface water,"PO BOX 110
SUGAR LAND, TX 77487-0110",281-275-2450,,Fort Bend
WEST BURLINGTON MUNI. WATER SUPPLY,,,,"3,370",Surface water purchased,"ATTN TROY CLINE UTILITIES COOR
122 BROADWAY ST
WEST BURLINGTON, IA 52655",319-752-5451,WEST BURLINGTON,Des Moines
REDMOND WATER DEPARTMENT,,,,"27,427",Ground water,"243 E ANTLER AVENUE #100
REDMOND, OR 97756",541-504-2022,,Deschutes
CITY OF SUGAR LAND - GREATWOOD,,,,"13,902",Ground water,"PO BOX 110
SUGAR LAND, TX 77487-0110",281-275-2450,,Fort Bend
"FORT LAUDERDALE, CITY OF",http://www.fortlauderdale.gov/wqr/,http://www.fortlauderdale.gov/wqr/,,"182,245",Ground water,"100 N. ANDREWS AVE
FORT LAUDERDALE, FL 33301",954-828-5806,FT LAUDERDALE,Broward
WEST CENTRAL RWA - NISH SYSTEM,,,,"3,573",Ground water,"ATTN DEAN LORENZEN MANAGER
PO BOX 188
MANNING, IA 51455",712-655-2534,MANNING,Carroll
CITY OF SUGAR LAND - NEW TERRITORY,,,,"15,966",Ground water,"PO BOX 110
SUGAR LAND, TX 77487-0110",281-275-2450,,Fort Bend
CHARTER TOWNSHIP OF DELTA,,,,"22,000",Ground water purchased,"7710 West Saginaw Highway
LANSING, MI 48917-9712",517-323-8570,,Eaton
SHELBY  CITY OF,,,,"3,970",Ground water,"112 1st STREET SOUTH
SHELBY, MT 59474",406-434-5222,SHELBY,Toole
CITY OF SUGAR LAND RIVER PARK,,,,"3,777",Ground water,"PO BOX 110
SUGAR LAND, TX 77487-0110",281-275-2450,,Fort Bend
CHARTER TOWNSHIP OF GRAND BLANC,,,,"21,000",Surface water purchased,"P.O. Box 1833
GRAND BLANC, MI 48480-0057",810-424-2706,,Genesee
CITY OF SULPHUR SPRINGS,,,,"15,449",Surface water,"125 DAVIS ST S
SULPHUR SPRINGS, TX 75482-2717",903-885-7541,,Hopkins
WEST DES MOINES WATER WORKS,,,,"63,541",Surface water purchased,"ATTN MITCH PINKERTON
1505 RAILROAD AVE
WEST DES MOINES, IA 50265",515-222-3465,WEST DES MOINES,"Dallas, Polk"
GATES COUNTY WATER SYSTEM,,,,"11,621",Ground water,"PO BOX 148
GATESVILLE, NC 27938",252-357-2411,GATESVILLE,Gates
IRVIN WATER DISTRICT #6,,,,"4,150",Ground water,"11907 E Trent Ave
Spokane, WA 99206",,,Spokane
STEAMBOAT SPRINGS CITY OF,,,,"9,950",Surface water purchased,"
PO BOX 775088
STEAMBOAT SPRINGS, CO 80477",970-871-8204,,Routt
PORTLAND WATER DEPARTMENT,,,,"5,010",Surface water purchased,"PO Box 71
PORTLAND, CT 06480",860-342-6734,"MIDDLETOWN, PORTLAND",Middlesex
TWIN FALLS CITY OF,,,,"48,260",Ground water,"PO BOX 1907
TWIN FALLS, ID 83303",208-308-7248,,Twin Falls
STERLING CITY OF,,,,"15,100",Groundwater under influence of surface water,"
PO BOX 4000
STERLING, CO 80751",970-522-9700,,Logan
"FORT WALTON BEACH, CITY OF",,,,"24,113",Ground water,"107 MIRACLE STRIP PARKWAY, SW
FT. WALTON BEACH, FL 32548",850-833-9504,FORT WALTON BEACH,Okaloosa
JACKSON COUNTY WATER UTILITY,,,,"13,050",Ground water,"P.O. Box 56
BROWNSTOWN, IN 47220-0056",812-358-3654,BROWNSTOWN,Jackson
WEST LIBERTY WATER UTILITY,,,,"3,776",Ground water,"ATTN WATER SUPT
409 N CALHOUN ST
WEST LIBERTY, IA 52776",319-627-2418,WEST LIBERTY,Muscatine
"REEDSPORT, CITY OF",,,,"4,784",Surface water,"451 WINCHESTER AVE
REEDSPORT, OR 97467",541-271-3603,,Douglas
ROCKDALE CO. WATER SYSTEM,,,,"72,621",Surface water,"PO Box 289
CONYERS, GA 30012",770-278-7001,CONYERS,Rockdale
CITY OF SWEENY,,,,"3,731",Ground water,"PO BOX 248
SWEENY, TX 77480-0248",979-548-3321,,Brazoria
LAVALLETTE WATER DEPT,,,,"25,000",Ground water,"1306 GRAND CENTRAL AVENUE
LAVALLETTE, NJ 08375",732-793-7766,LAVALETTE BORO-1515,Ocean
CSP-FORT ROSS STATE PARK,,,,"3,500",Groundwater under influence of surface water,"P.O. Box 123
DUNCANS MILLS, CA 95430",707-865-3136,,Sonoma
CITY OF SWEETWATER,,,,"11,760",Surface water,"PO BOX 450
SWEETWATER, TX 79556-0450",325-236-6316,,Nolan
NORTHERN DEVELOPMENT SERVICE DIST.,,,,"7,050",Surface water purchased,"17140 MONUMENT CIRCLE
P.O. Box 80
ISLE OF WIGHT, VA 23397",757-365-1659,,Isle of Wight
ROCKMART,,,,"4,199",Groundwater under influence of surface water,"POB 231
ROCKMART, GA 30153-0231",770-684-5454,ROCKMART,Polk
CITY OF TAFT,,,,"5,160",Surface water purchased,"PO BOX 416
TAFT, TX 78390-0416",361-528-3512,,San Patricio
GRANDWOOD PARK SUBDIVISION - LAKE CO PW,,,,"5,745",Surface water purchased,"650 WEST WINCHESTER ROAD
LIBERTYVILLE, IL 60048",847-377-7134,,Lake
SIDNEY  CITY OF,,,,"5,000",Ground water,"115 2nd St SE
SIDNEY, MT 59270",406-480-5008,SIDNEY,Richland
STONEGATE MD,,,,"15,071",Surface water purchased,"10252 STONEGATE PKWY
PARKER, CO 80134",303-858-9909,,Douglas
JASONVILLE WATER DEPARTMENT,,,,"3,660",Ground water,"204 West Main Street
JASONVILLE, IN 47438",812-665-3285,JASONVILLE,Greene
"HIGHLAND COUNTY WATER COMPANY, INC.",http://highlandcountywater.com/ccr.htm,http://highlandcountywater.com,,"32,750",Ground water,"6696 US ROUTE 50, PO BOX 940
HILLSBORO, OH 45133",937-393-4281,,Highland
ROGERS STATE PRISON,,,,"3,500",Ground water,"1978 Ga Hwy 147
REIDSVILLE, GA 30453",912-557-7145,,Tattnall
CITY OF TAYLOR,,,,"18,252",Surface water purchased,"400 PORTER ST
TAYLOR, TX 76574-3600",512-352-3675,,Williamson
