ID,State Code,County Code,Name,State Name,PWS ID,PWS Name,EPA Region,PWS Type,Population Served Count,Cities Served,Size,Oversample,URL of CCR,Most recent year?,Translation available?
258,48,367,Parker,Texas,TX1840079,PARKER COUNTY SUD SURFACE,Region 6,Community water system,4113,-,Medium,0,https://parkercountywater.com/documents/87/2019_Ground_CCR.pdf,2020,No
259,48,139,Ellis,Texas,TX0700031,CITY OF RED OAK,Region 6,Community water system,10934,-,Large,0,N/A,N/A,N/A
260,48,5,Angelina,Texas,TX0030016,ANGELINA WSC,Region 6,Community water system,3470,-,Medium,0,https://www.angelinawater.com/files/2019_CCR.pdf,2020,No
261,49,51,Wasatch,Utah,UTAH26086,JORDANELLE SSD,Region 8,Community water system,6500,-,Medium,0,http://cdn.sqhk.co/jordanelle/gcnxchb/JordanelleSSD2019CCR.pdf,2020,No
262,49,35,Salt Lake,Utah,UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Community water system,15000,-,Large,0,https://hollidaywatercompany.com/documents/817/WQR-HollidayUT-Web.pdf,2020,No
263,49,11,Davis,Utah,UTAH06020,WEST POINT CITY WATER SYSTEM,Region 8,Community water system,8288,-,Medium,0,N/A,N/A,N/A
264,51,165,Rockingham,Virginia,VA2165525,MASSANUTTEN VILLAGE,Region 3,Community water system,5235,-,Medium,0,https://www.uiwater.com/docs/default-source/virginia-m/2018/massanutten-18ccr-257.pdf?sfvrsn=4,2019,No
265,51,137,Orange,Virginia,VA6137500,"ORANGE, TOWN OF",Region 3,Community water system,4500,-,Medium,0,https://www.townoforangeva.org/civicalerts.aspx?aid=337,2020,No
266,51,51,Dickenson,Virginia,VA1051737,DCPSA - BIG CANEY,Region 3,Community water system,3749,-,Medium,0,N/A,N/A,N/A
267,51,137,Orange,Virginia,VA6137999,WILDERNESS WTP,Region 3,Community water system,12124,-,Large,0,N/A,N/A,N/A
268,51,31,Campbell,Virginia,VA5031150,CAMPBELL COUNTY CENTRAL SYSTEM,Region 3,Community water system,21761,-,Large,0,https://www.ccusa-water.com/images/stories/documents/CCUSA2019WaterQualityReport.pdf,2020,No
269,51,171,Shenandoah,Virginia,VA2171850,"WOODSTOCK, TOWN OF",Region 3,Community water system,5070,-,Medium,0,https://www.townofwoodstockva.gov/DocumentCenter/View/1777/CCR-Brochure-2019-Final?bidId=,2020,No
270,51,143,Pittsylvania,Virginia,VA5143396,MOUNT HERMON - (PCSA),Region 3,Community water system,4565,-,Medium,0,https://pcsa.co/sites/pcsa.co/files/water-quality-reports/Mount%20Hermon-5143396-2016%20CCR.pdf,2017,No
271,51,95,James City,Virginia,VA3095490,JCSA - CENTRAL SYSTEM,Region 3,Community water system,51137,-,Large,0,https://jamescitycountyva.gov/DocumentCenter/View/16430/Central-Water-Quality-Report-2017-PDF?bidId=,2017,No
272,53,63,Spokane,Washington,WA5391450,VERA WATER & POWER,Region 10,Community water system,24692,-,Large,0,https://verawaterandpower.com/wp-content/uploads/Vera-2019-Water-Quality-Report.pdf,2020,No
273,53,77,Yakima,Washington,WA5329000,GRANGER WATER DEPARTMENT,Region 10,Community water system,3905,-,Medium,0,N/A,N/A,N/A
274,53,53,Pierce,Washington,WA5356820,MOUNTAIN VIEW-EDGEWOOD WATER CO,Region 10,Community water system,10400,-,Large,0,https://img1.wsimg.com/blobby/go/5e84723b-4989-4b14-83e0-35cf8aec8d95/downloads/2019%20Water%20Quality%20Report.pdf?ver=1529031493N9o4 4766,2020,No
275,53,33,King,Washington,WA5339800,KING COUNTY WATER DISTRICT #49,Region 10,Community water system,16065,-,Large,0,http://www.wd49.com/pdf/ccrCurrent.pdf,2020,No
276,53,71,Walla Walla,Washington,WA5300710,Snake River Housing Water System,Region 10,Community water system,3936,-,Medium,0,http://www.snakeriverwater.com/wp-content/uploads/2019/05/SNAKE-RIVER-WD-CO0159105-2019-CCR-Port.pdf,2019,No
277,53,63,Spokane,Washington,WA5393353,SPO CO WATER DIST 3 SYS 3,Region 10,Community water system,3658,-,Medium,0,https://scwd3.org/wp-content/uploads/2020/06/System-3-North-Spokane-Valley-PWS-93353P-2019.pdf,2020,No
278,53,53,Pierce,Washington,WA5385050,SUMMIT WATER & SUPPLY CO,Region 10,Community water system,16000,-,Large,0,http://summitwater.org/documents/ccr%20report%202017.pdf,2018,No
279,53,33,King,Washington,WA5375560,SALLAL WATER ASSOCIATION INC,Region 10,Community water system,6056,-,Medium,0,https://sallal.com/wp-content/uploads/2020/06/Sallal-CCR-Water-Quality-Report-2019.pdf,2020,No
280,53,33,King,Washington,WA5340900,SAMMAMISH PLATEAU WATER & SEWER,Region 10,Community water system,65543,-,Large,0,https://spwater.org/ArchiveCenter/ViewFile/Item/117,2020,No
281,54,19,Fayette,West Virginia,WV3301042,GAULEY RIVER PSD,Region 3,Community water system,4168,BELVA,Medium,0,Word doc needs to be saved somehow,2020,No
282,54,55,Mercer,West Virginia,WV3302804,BLUEWELL PSD,Region 3,Community water system,6216,BLUEWELL,Medium,0,N/A,N/A,N/A
283,54,69,Ohio,West Virginia,WV3303516,WHEELING WATER,Region 3,Community water system,29899,WHEELING,Large,0,https://www.wheelingwv.gov/media/Public%20Works/Consumer%20Confidence%20Report%202012.pdf,2013,No
284,54,49,Marion,West Virginia,WV3302502,FAIRMONT CITY OF,Region 3,Community water system,29864,FAIRMONT,Large,0,https://www.fairmontwv.gov/DocumentCenter/View/2500/CCR-2019-Approved,2020,No
285,54,107,Wood,West Virginia,WV3305411,VIENNA,Region 3,Community water system,12507,VIENNA,Large,0,http://vienna-wv.com/documentsandforms/ccr/CCR_2019.pdf,2020,No
286,55,39,Fond du Lac,Wisconsin,WI4200476,RIPON WATER UTILITY,Region 5,Community water system,7800,RIPON,Medium,0,https://www.cityofripon.com/vertical/sites/%7BC9DFD7DB-82C0-4C05-87F7-C5A541F2A609%7D/uploads/2019_CCR_DR.pdf,2020,No
287,55,63,La Crosse,Wisconsin,WI6320306,HOLMEN WATERWORKS,Region 5,Community water system,10147,HOLMEN,Large,0,https://www.holmenwi.com/vertical/sites/%7BDAE55C32-2E5F-4FF9-8788-A1933CE34B1B%7D/uploads/CCR_2019_2.pd,2020,No
288,55,63,La Crosse,Wisconsin,WI6320306,HOLMEN WATERWORKS,Region 5,Community water system,10147,HOLMEN,Large,0,https://www.holmenwi.com/vertical/sites/%7BDAE55C32-2E5F-4FF9-8788-A1933CE34B1B%7D/uploads/CCR_2019_2.pd,2020,No
289,55,83,Oconto,Wisconsin,WI4430495,OCONTO WATERWORKS,Region 5,Community water system,4740,OCONTO,Medium,0,https://cityofoconto.com/wp-content/uploads/2020/06/2019-CCR-1.pdf,2019,No
290,55,17,Chippewa,Wisconsin,WI6090462,STANLEY WATERWORKS,Region 5,Community water system,3500,STANLEY,Medium,0,https://stanleywisconsin.us/wp-content/uploads/2020/06/ANNUAL-DRINKING-WATER-QUALITY-REPORT-2019.pdf,2020,No
291,55,87,Outagamie,Wisconsin,WI4450409,COMBINED LOCKS WATERWORKS,Region 5,Community water system,3477,COMBINED LOCKS,Medium,0,http://www.combinedlocks.org/media/147033/ccr-2018-distributed-in-2019.pdf,2019,No
292,55,79,Milwaukee,Wisconsin,WI2410556,BROWN DEER WATERWORKS,Region 5,Community water system,12741,BROWN DEER,Large,0,https://www.browndeerwi.org/wp-content/uploads/2020/05/2019_BD_CCR_final.pdf,2020,No
293,56,21,Laramie,Wyoming,WY5600011,CHEYENNE BOARD OF PUBLIC UTILITIES,Region 8,Community water system,58182,CHEYENNE,Large,0,https://www.cheyennebopu.org/Your-Water/Water-Quality/CCR,2020,No
294,56,29,Park,Wyoming,WY5600042,"POWELL, CITY OF",Region 8,Community water system,6700,POWELL,Medium,0,file:///Users/teresagonzalez/Downloads/2019%20Annual%20Drinking%20Water%20Quality%20Report%202.pdf,2020,No
295,72,13,Arecibo Municipio,Puerto Rico,PR0002782,GARROCHALES,Region 2,Community water system,5754,"ARECIBO, GARROCHALES",Medium,0,N/A,N/A,N/A
296,72,27,Camuy Municipio,Puerto Rico,PR0003862,CIENEGA,Region 2,Community water system,4020,CAMUY,Medium,0,N/A,N/A,N/A
297,72,19,Barranquitas Municipio,Puerto Rico,PR0004945,LAS BOCAS,Region 2,Community water system,5357,BARRANQUITAS,Medium,0,N/A,N/A,N/A
298,11,1,District of Columbia,District of Columbia,DC0000002,D.C. WATER AND SEWER AUTHORITY,Region 3,Community water system,"632,323",-,Very Large,0,https://www.dcwater.com/sites/default/files/2020_dcwater_water_quality_report_0.pdf,2020,Yes
299,2,90,Fairbanks North Star Borough,Alaska,AK2310900,COLLEGE UTILITIES CORPORATION,Region 10,Community water system,"27,000",FAIRBANKS,Large,0,http://www.akwater.com/cuc-ccr.pdf,2020,No
300,30,111,Yellowstone,Montana,MT0000153,BILLINGS  CITY OF,Region 8,Community water system,"114,000",BILLINGS,Very Large,0,https://www.billingsmtpublicworks.gov/DocumentCenter/View/262/CCR-2019,2020,No
